,fpr,tpr,thresholds
0,0.0,0.0,1.9521354
1,0.0,0.0001863238308179616,0.9521354
2,0.0,0.010061486864169928,0.9010209000000001
3,0.00019584802193497845,0.010061486864169928,0.90068954
4,0.00019584802193497845,0.011738401341531582,0.8967443000000002
5,0.0005875440658049354,0.011738401341531582,0.8955395
6,0.0005875440658049354,0.012856344326439352,0.89432174
7,0.0007833920877399138,0.012856344326439352,0.8940271000000001
8,0.0007833920877399138,0.01378796348052916,0.8929311
9,0.0009792401096748924,0.01378796348052916,0.8924113000000001
10,0.0009792401096748924,0.014160611142165084,0.8916821
11,0.0011750881316098707,0.014160611142165084,0.89153993
12,0.0011750881316098707,0.019191354574250048,0.8848857
13,0.0013709361535448493,0.019191354574250048,0.88488096
14,0.0013709361535448493,0.01956400223588597,0.88473874
15,0.0015667841754798276,0.01956400223588597,0.8844629
16,0.0015667841754798276,0.019936649897521894,0.88430965
17,0.0017626321974148062,0.019936649897521894,0.88416183
18,0.0017626321974148062,0.022358859698155393,0.88081324
19,0.0019584802193497847,0.022358859698155393,0.88065934
20,0.0019584802193497847,0.022731507359791316,0.88031614
21,0.0023501762632197414,0.022731507359791316,0.8800478999999999
22,0.0023501762632197414,0.029439165269237934,0.8720964
23,0.0025460242851547197,0.029439165269237934,0.8720041999999999
24,0.0025460242851547197,0.032792994223961244,0.8695363000000002
25,0.0027418723070896985,0.032792994223961244,0.86935997
26,0.0027418723070896985,0.03316564188559717,0.86901337
27,0.002937720329024677,0.03316564188559717,0.86875373
28,0.002937720329024677,0.03353828954723309,0.8684975
29,0.003133568350959655,0.03353828954723309,0.86822045
30,0.003133568350959655,0.033910937208869014,0.86771494
31,0.0035252643948296123,0.033910937208869014,0.86745614
32,0.0035252643948296123,0.03577417551704863,0.8664373
33,0.0037211124167645907,0.03577417551704863,0.8663995999999999
34,0.0037211124167645907,0.036146823178684555,0.86620337
35,0.0039169604386995694,0.036146823178684555,0.86619383
36,0.0039169604386995694,0.03633314700950251,0.8660745999999999
37,0.004112808460634548,0.03633314700950251,0.8659386
38,0.004112808460634548,0.03856903297931805,0.864165
39,0.004308656482569526,0.03856903297931805,0.8641165000000001
40,0.004308656482569526,0.039500652133407865,0.86361176
41,0.0045045045045045045,0.039500652133407865,0.86352646
42,0.0045045045045045045,0.040804918949133594,0.8623683000000001
43,0.004700352526439483,0.040804918949133594,0.862331
44,0.004700352526439483,0.04099124277995156,0.8619821
45,0.004896200548374461,0.04099124277995156,0.861973
46,0.004896200548374461,0.043040804918949134,0.86032116
47,0.0050920485703094395,0.043040804918949134,0.8602549999999999
48,0.0050920485703094395,0.04937581516675983,0.85613143
49,0.005287896592244419,0.04937581516675983,0.8560946
50,0.005287896592244419,0.051611701136575365,0.8546527
51,0.005483744614179397,0.051611701136575365,0.8545431999999998
52,0.005483744614179397,0.05477920626048072,0.8533586999999999
53,0.005679592636114375,0.05477920626048072,0.8533152
54,0.005679592636114375,0.054965530091298676,0.85316557
55,0.005875440658049354,0.054965530091298676,0.85306716
56,0.005875440658049354,0.05515185392211664,0.8530088
57,0.00626713670191931,0.05515185392211664,0.8529317
58,0.00626713670191931,0.056083473076206446,0.8524222
59,0.006462984723854289,0.056083473076206446,0.8523798
60,0.006462984723854289,0.05925097820011179,0.8509283999999999
61,0.006854680767724246,0.05925097820011179,0.8508275
62,0.006854680767724246,0.06148686416992733,0.8495524
63,0.007246376811594203,0.06148686416992733,0.8494
64,0.007246376811594203,0.06223215949319918,0.8490396000000001
65,0.007442224833529181,0.06223215949319918,0.8490393
66,0.007442224833529181,0.06241848332401714,0.84902143
67,0.00763807285546416,0.06241848332401714,0.84891254
68,0.00763807285546416,0.06372275013974288,0.8485690999999999
69,0.007833920877399139,0.06372275013974288,0.8483959999999999
70,0.007833920877399139,0.0640953978013788,0.84826344
71,0.008029768899334117,0.0640953978013788,0.8482076999999999
72,0.008029768899334117,0.06782187441773803,0.84665555
73,0.008225616921269096,0.06782187441773803,0.8466199000000001
74,0.008225616921269096,0.06838084591019192,0.84646606
75,0.008421464943204074,0.06838084591019192,0.84637916
76,0.008421464943204074,0.06949878889509968,0.8459390999999999
77,0.008617312965139052,0.06949878889509968,0.84569347
78,0.008617312965139052,0.06968511272591764,0.84563196
79,0.00881316098707403,0.06968511272591764,0.8456145
80,0.00881316098707403,0.07043040804918949,0.8453623
81,0.009009009009009009,0.07043040804918949,0.8453208000000001
82,0.009009009009009009,0.07061673188000746,0.8452748
83,0.009204857030943987,0.07061673188000746,0.8452065000000001
84,0.009204857030943987,0.07210732252655115,0.8446053
85,0.009400705052878966,0.07210732252655115,0.8445368000000001
86,0.009400705052878966,0.07434320849636669,0.84343904
87,0.0099882491186839,0.07434320849636669,0.84293646
88,0.0099882491186839,0.07490217998882057,0.84275573
89,0.010184097140618879,0.07490217998882057,0.84251946
90,0.010184097140618879,0.0771380659586361,0.84150606
91,0.010771641206423816,0.0771380659586361,0.8412850000000001
92,0.010771641206423816,0.07881498043599776,0.84024435
93,0.010967489228358794,0.07881498043599776,0.84007496
94,0.010967489228358794,0.0795602757592696,0.8398812
95,0.011163337250293772,0.0795602757592696,0.83986664
96,0.011163337250293772,0.07974659959008758,0.83982843
97,0.01135918527222875,0.07974659959008758,0.83980244
98,0.01135918527222875,0.08440469536053662,0.8387051
99,0.011555033294163729,0.08440469536053662,0.83859825
100,0.011555033294163729,0.08477734302217253,0.8385611
101,0.011750881316098707,0.08477734302217253,0.8384664000000001
102,0.011750881316098707,0.08552263834544438,0.83807844
