,fpr,tpr,thresholds
0,0.0,0.0,1.74790686
1,0.0,0.0001863238308179616,0.74790686
2,0.00019584802193497845,0.0001863238308179616,0.74228585
3,0.00019584802193497845,0.0003726476616359232,0.71408975
4,0.0003916960438699569,0.0003726476616359232,0.71055156
5,0.0003916960438699569,0.0007452953232718465,0.7037194999999999
6,0.0007833920877399138,0.0007452953232718465,0.70035976
7,0.0007833920877399138,0.000931619154089808,0.70009387
8,0.0009792401096748924,0.000931619154089808,0.6958964
9,0.0009792401096748924,0.0020495621389975778,0.6846618
10,0.0011750881316098707,0.0020495621389975778,0.6844505999999999
11,0.0011750881316098707,0.002794857462269424,0.68031096
12,0.0015667841754798276,0.002794857462269424,0.67895687
13,0.0015667841754798276,0.002981181293087386,0.6755803000000001
14,0.0019584802193497847,0.002981181293087386,0.6748101
15,0.0019584802193497847,0.003353828954723309,0.67004615
16,0.002154328241284763,0.003353828954723309,0.66956526
17,0.002154328241284763,0.003726476616359232,0.6694277
18,0.0023501762632197414,0.003726476616359232,0.66939944
19,0.0023501762632197414,0.004285448108813117,0.6684448000000001
20,0.0025460242851547197,0.004285448108813117,0.66709304
21,0.0025460242851547197,0.005030743432084964,0.6635349
22,0.002937720329024677,0.005030743432084964,0.66257924
23,0.002937720329024677,0.00577603875535681,0.662093
24,0.003329416372894634,0.00577603875535681,0.65996826
25,0.003329416372894634,0.006148686416992733,0.65906215
26,0.0035252643948296123,0.006148686416992733,0.6586357
27,0.0035252643948296123,0.006521334078628657,0.65757793
28,0.0037211124167645907,0.006521334078628657,0.6573432
29,0.0037211124167645907,0.007452953232718464,0.6553521
30,0.0039169604386995694,0.007452953232718464,0.65509486
31,0.0039169604386995694,0.008384572386808273,0.6525476
32,0.004112808460634548,0.008384572386808273,0.651154
33,0.004112808460634548,0.009316191540898081,0.64855975
34,0.004308656482569526,0.009316191540898081,0.6484786
35,0.004308656482569526,0.01024781069498789,0.6475158000000001
36,0.0045045045045045045,0.01024781069498789,0.647457
37,0.0045045045045045045,0.010434134525805851,0.6474123
