,fpr,tpr,thresholds
0,0.0,0.0,1.5322834
1,0.0,0.00029394473838918284,0.5322834
2,0.0,0.0005878894767783657,0.53164864
3,0.0005717552887364208,0.0005878894767783657,0.5302074
4,0.0005717552887364208,0.00205761316872428,0.5285926
5,0.001429388221841052,0.00205761316872428,0.5279605
6,0.001429388221841052,0.0023515579071134627,0.52781355
7,0.002287021154945683,0.0023515579071134627,0.5275289
8,0.002287021154945683,0.003233392122281011,0.527333
9,0.002858776443682104,0.003233392122281011,0.527175
10,0.002858776443682104,0.003527336860670194,0.5271673
11,0.0031446540880503146,0.003527336860670194,0.5271629
12,0.0031446540880503146,0.003821281599059377,0.5270517
13,0.003430531732418525,0.003821281599059377,0.5268262
14,0.003430531732418525,0.00411522633744856,0.5266626
15,0.004002287021154946,0.00411522633744856,0.52626884
16,0.004002287021154946,0.004703115814226925,0.52621996
17,0.004859919954259577,0.004703115814226925,0.5261844
18,0.004859919954259577,0.005291005291005291,0.5260138
19,0.005145797598627788,0.005291005291005291,0.5260036
20,0.005145797598627788,0.006466784244562022,0.5259177
21,0.005431675242995998,0.006466784244562022,0.52591723
22,0.005431675242995998,0.007054673721340388,0.52583647
23,0.0065751858204688395,0.007054673721340388,0.5257042
24,0.0065751858204688395,0.00823045267489712,0.5256514
25,0.008290451686678102,0.00823045267489712,0.5254487
26,0.008290451686678102,0.008524397413286302,0.52531415
27,0.008576329331046312,0.008524397413286302,0.52530706
28,0.008576329331046312,0.009700176366843033,0.52524555
29,0.008862206975414523,0.009700176366843033,0.5252381
30,0.008862206975414523,0.009994121105232217,0.5252148
31,0.009719839908519153,0.009994121105232217,0.5251052
32,0.009719839908519153,0.0102880658436214,0.52504915
33,0.010291595197255575,0.0102880658436214,0.5250281
34,0.010291595197255575,0.011757789535567314,0.52486706
35,0.010863350485991996,0.011757789535567314,0.5247587
36,0.010863350485991996,0.012639623750734862,0.5246732
37,0.011149228130360206,0.012639623750734862,0.52465266
38,0.011149228130360206,0.012933568489124045,0.52462846
39,0.012006861063464836,0.012933568489124045,0.5245818
40,0.012006861063464836,0.013227513227513227,0.524479
41,0.012292738707833047,0.013227513227513227,0.5244718
42,0.012292738707833047,0.014109347442680775,0.52437603
43,0.012864493996569469,0.014109347442680775,0.5243274
44,0.012864493996569469,0.01440329218106996,0.52431506
45,0.013150371640937679,0.01440329218106996,0.5242375
46,0.013150371640937679,0.015285126396237508,0.52412975
47,0.013436249285305889,0.015285126396237508,0.52412635
48,0.013436249285305889,0.01557907113462669,0.5240813
49,0.0137221269296741,0.01557907113462669,0.52406865
50,0.0137221269296741,0.01646090534979424,0.52399856
51,0.01400800457404231,0.01646090534979424,0.5239868
52,0.01400800457404231,0.017048794826572605,0.5239233
53,0.014579759862778732,0.017048794826572605,0.5238893
54,0.014579759862778732,0.01734273956496179,0.5238342
55,0.014865637507146942,0.01734273956496179,0.52380997
56,0.014865637507146942,0.01763668430335097,0.52380455
57,0.015151515151515152,0.01763668430335097,0.5238001
58,0.015151515151515152,0.017930629041740153,0.5237984
59,0.015723270440251572,0.017930629041740153,0.52377677
60,0.015723270440251572,0.020282186948853614,0.52369535
61,0.016295025728987993,0.020282186948853614,0.5236671
62,0.016295025728987993,0.0205761316872428,0.523667
63,0.016580903373356205,0.0205761316872428,0.52365464
64,0.016580903373356205,0.021164021164021163,0.523596
65,0.016866781017724413,0.021164021164021163,0.52359563
66,0.016866781017724413,0.02175191064079953,0.5235572
67,0.017152658662092625,0.02175191064079953,0.5235562
68,0.017152658662092625,0.02292768959435626,0.52350366
69,0.018010291595197257,0.02292768959435626,0.5234611
70,0.018010291595197257,0.023515579071134628,0.5234546
71,0.018296169239565466,0.023515579071134628,0.5234052
72,0.018296169239565466,0.025573192239858905,0.5233191
73,0.018582046883933678,0.025573192239858905,0.5233181
74,0.018582046883933678,0.02586713697824809,0.5233143
75,0.019153802172670098,0.02586713697824809,0.5232911
76,0.019153802172670098,0.026455026455026454,0.5232766
77,0.020011435105774727,0.026455026455026454,0.52326804
78,0.020011435105774727,0.026748971193415638,0.52325463
79,0.02058319039451115,0.026748971193415638,0.5232434
80,0.02058319039451115,0.027336860670194002,0.5231999
81,0.02086906803887936,0.027336860670194002,0.5231925
82,0.02086906803887936,0.027630805408583186,0.52317405
83,0.02115494568324757,0.027630805408583186,0.5231674
84,0.02115494568324757,0.02880658436213992,0.5231327
85,0.02144082332761578,0.02880658436213992,0.52311885
86,0.02144082332761578,0.0291005291005291,0.52311504
87,0.022584333905088624,0.0291005291005291,0.5230627
88,0.022584333905088624,0.029394473838918283,0.5230404
89,0.023156089193825044,0.029394473838918283,0.5230308
