,fpr,tpr,thresholds
0,0.0,0.0,1.9928691
1,0.0,2.0921815176684728e-05,0.9928691
2,0.0,0.0013180743561311378,0.89728653
3,2.0784403383700872e-05,0.0013180743561311378,0.89656395
4,2.0784403383700872e-05,0.0015900579534280394,0.8856827
5,4.1568806767401744e-05,0.0015900579534280394,0.88565266
6,4.1568806767401744e-05,0.001924806996254995,0.8778364
7,6.23532101511026e-05,0.001924806996254995,0.8777556
8,6.23532101511026e-05,0.002154946963198527,0.8740169
9,8.313761353480349e-05,0.002154946963198527,0.8729372
10,8.313761353480349e-05,0.002175868778375212,0.8724645
11,0.00010392201691850436,0.002175868778375212,0.8723797
12,0.00010392201691850436,0.002406008745318744,0.86700076
13,0.0001247064203022052,0.002406008745318744,0.8669678
14,0.0001247064203022052,0.0028035232336757537,0.8620414
15,0.0001454908236859061,0.0028035232336757537,0.86121315
16,0.0001454908236859061,0.003012741385442601,0.85714805
17,0.00016627522706960698,0.003012741385442601,0.8571076
18,0.00016627522706960698,0.004142519404983576,0.84266865
19,0.0002078440338370087,0.004142519404983576,0.84249973
20,0.0002078440338370087,0.004560955708517271,0.83799064
21,0.00022862843722070957,0.004560955708517271,0.83774126
22,0.00022862843722070957,0.004686486599577379,0.8361644
23,0.0002494128406044104,0.004686486599577379,0.835836
24,0.0002494128406044104,0.004979392012050965,0.8333149
25,0.0002701972439881113,0.004979392012050965,0.8331656
26,0.0002701972439881113,0.005125844718287758,0.8318427
27,0.0002909816473718122,0.005125844718287758,0.8317075
28,0.0002909816473718122,0.005439671945938029,0.82798034
29,0.00031176605075551307,0.005439671945938029,0.82776225
30,0.00031176605075551307,0.005502437391468083,0.8273106
31,0.00033255045413921395,0.005502437391468083,0.8273035
32,0.00033255045413921395,0.005586124652174822,0.8269562
33,0.00037411926090661566,0.005586124652174822,0.8268969
34,0.00037411926090661566,0.005690733728058246,0.82655245
35,0.00039490366429031654,0.005690733728058246,0.8264642
36,0.00039490366429031654,0.0058162646191183545,0.8251027
37,0.0004156880676740174,0.0058162646191183545,0.825089
38,0.0004156880676740174,0.0059836391405318325,0.82268614
39,0.0004364724710577183,0.0059836391405318325,0.8223867
40,0.0004364724710577183,0.006527606335125636,0.8194779
41,0.00045725687444141914,0.006527606335125636,0.8194119
42,0.00045725687444141914,0.006925120823482646,0.8167923
43,0.00047804127782512,0.006925120823482646,0.8167548
44,0.00047804127782512,0.006966964453836015,0.81664973
45,0.0004988256812088208,0.006966964453836015,0.81648326
46,0.0004988256812088208,0.007176182605602862,0.81547475
47,0.0005196100845925218,0.007176182605602862,0.81524646
48,0.0005196100845925218,0.007197104420779547,0.81519383
49,0.0005403944879762226,0.007197104420779547,0.8150074
50,0.0005403944879762226,0.007615540724313242,0.81182516
51,0.0005611788913599235,0.007615540724313242,0.81164753
52,0.0005611788913599235,0.008222273364437099,0.8088509
53,0.0005819632947436244,0.008222273364437099,0.8085423
54,0.0005819632947436244,0.008389647885850577,0.8082385
55,0.0006027476981273252,0.008389647885850577,0.8079854
56,0.0006027476981273252,0.008410569701027262,0.807841
57,0.000644316504894727,0.008410569701027262,0.8075947
58,0.000644316504894727,0.00853610059208737,0.8069264
59,0.0006651009082784279,0.00853610059208737,0.806876
60,0.0006651009082784279,0.008640709667970793,0.8063578
61,0.0006858853116621287,0.008640709667970793,0.8062003
62,0.0006858853116621287,0.008724396928677531,0.80600965
63,0.0007066697150458296,0.008724396928677531,0.8059654
64,0.0007066697150458296,0.008766240559030901,0.80569
65,0.0007274541184295305,0.008766240559030901,0.80566484
66,0.0007274541184295305,0.008787162374207586,0.80565554
67,0.0007482385218132313,0.008787162374207586,0.80547714
68,0.0007482385218132313,0.008808084189384271,0.8054482
69,0.0007690229251969323,0.008808084189384271,0.8053789
70,0.0007690229251969323,0.00897545871079775,0.80403227
71,0.0007898073285806331,0.00897545871079775,0.8039812
72,0.0007898073285806331,0.009080067786681172,0.80264753
73,0.0008105917319643339,0.009080067786681172,0.80225205
74,0.0008105917319643339,0.00924744230809465,0.8012166
75,0.0008313761353480349,0.00924744230809465,0.8011267
76,0.0008313761353480349,0.009435738644684813,0.7993706
77,0.0008521605387317357,0.009435738644684813,0.7991678
78,0.0008521605387317357,0.009707722241981714,0.7976302
79,0.0008729449421154366,0.009707722241981714,0.7976264
80,0.0008729449421154366,0.009812331317865138,0.7969541
81,0.0008937293454991374,0.009812331317865138,0.79695183
82,0.0008937293454991374,0.009833253133041822,0.7969208
83,0.0009145137488828383,0.009833253133041822,0.7969094
84,0.0009145137488828383,0.009875096763395192,0.7965963
85,0.0009352981522665392,0.009875096763395192,0.79648083
86,0.0009352981522665392,0.010293533066928887,0.79394186
87,0.00095608255565024,0.010293533066928887,0.79390866
88,0.00095608255565024,0.010586438479402473,0.79226786
89,0.0009768669590339409,0.010586438479402473,0.79224235
90,0.0009768669590339409,0.010670125740109213,0.791377
91,0.0010392201691850436,0.010670125740109213,0.7909918
92,0.0010392201691850436,0.010921187522229429,0.7897307
93,0.0010600045725687444,0.010921187522229429,0.7895779
94,0.0010600045725687444,0.0112350147498797,0.7878436
95,0.0010807889759524452,0.0112350147498797,0.7878163
96,0.0010807889759524452,0.01127685838023307,0.78779364
97,0.001101573379336146,0.01127685838023307,0.78775215
98,0.001101573379336146,0.011569763792706656,0.7859987
99,0.001122357782719847,0.011569763792706656,0.78598833
100,0.001122357782719847,0.011737138314120134,0.7852277
101,0.001143142186103548,0.011737138314120134,0.7852055
102,0.001143142186103548,0.01203004372659372,0.78386456
103,0.0011639265894872488,0.01203004372659372,0.7838281
104,0.0011639265894872488,0.012239261878360566,0.78273505
105,0.0011847109928709496,0.012239261878360566,0.7826014
106,0.0011847109928709496,0.012553089106010837,0.7807852
107,0.0012054953962546504,0.012553089106010837,0.7804608
108,0.0012054953962546504,0.012594932736364207,0.7802759
109,0.0012262797996383515,0.012594932736364207,0.78018
110,0.0012262797996383515,0.012678619997070945,0.7796543
111,0.001267848606405753,0.012678619997070945,0.77947736
112,0.001267848606405753,0.01269954181224763,0.77923197
113,0.001288633009789454,0.01269954181224763,0.7791388
114,0.001288633009789454,0.012887838148837793,0.77836794
115,0.0013094174131731548,0.012887838148837793,0.7782219
116,0.0013094174131731548,0.013055212670251271,0.777438
117,0.0013302018165568558,0.013055212670251271,0.77741027
118,0.0013302018165568558,0.013076134485427956,0.7773837
119,0.0013509862199405566,0.013076134485427956,0.7773212
120,0.0013509862199405566,0.013285352637194802,0.7768068
121,0.0013717706233242575,0.013285352637194802,0.77673244
122,0.0013717706233242575,0.013369039897901542,0.77664053
