,precision,recall
0,0.4983526222500261,1.0
1,0.5089938975686125,0.33330543757976444
2,0.5089944723136403,0.33328451576458773
3,0.5089793570652521,0.33324267213423436
4,0.5089799309727726,0.3332217503190577
5,0.5089642389185389,0.333200828503881
6,0.5089328518009524,0.33315898487352763
7,0.5089334228273724,0.3331380630583509
8,0.5089496899571694,0.3331380630583509
9,0.5089345650992552,0.33309621942799755
10,0.5089188670801099,0.3330752976128209
11,0.5089031680572872,0.3330543757976442
12,0.5089194373401534,0.3330543757976442
13,0.5089037373317561,0.33303345398246753
14,0.5088880363194578,0.3330125321672908
15,0.5089043066790293,0.3330125321672908
16,0.5088886046809055,0.33299161035211416
17,0.5088729016786571,0.33297068853693745
18,0.5088571976721877,0.3329497667217608
19,0.508874036647373,0.3329288449065841
20,0.5088583306683723,0.33290792309140743
21,0.5088426236847996,0.3328870012762307
22,0.5088588972751695,0.3328870012762307
23,0.5088280450358239,0.3328242358307007
24,0.5088443207625628,0.3328242358307007
25,0.5088605975305482,0.3328242358307007
26,0.5088768753398804,0.3328242358307007
27,0.5088774432963307,0.332803314015524
28,0.508893723206859,0.332803314015524
29,0.5089100041590684,0.332803314015524
30,0.5089105743081107,0.3327823922003473
31,0.50894314145842,0.3327823922003473
32,0.5089274286445667,0.3327614703851706
33,0.5089117148251256,0.3327405485699939
34,0.508928,0.3327405485699939
35,0.5089442862171589,0.3327405485699939
36,0.5089605734767025,0.3327405485699939
37,0.5089768617787308,0.3327405485699939
38,0.5089931511233438,0.3327405485699939
39,0.5090094415106418,0.3327405485699939
40,0.5089943025414506,0.33269870493964054
41,0.5090105950513748,0.33269870493964054
42,0.5090268886043534,0.33269870493964054
43,0.5090437622050773,0.3326777831244639
44,0.5090443412838163,0.3326568613092872
45,0.5089971823770492,0.33259409586375716
46,0.5090140574466041,0.33257317404858044
47,0.5090146347711916,0.3325522522334038
48,0.5090472377902322,0.3325522522334038
49,0.5090635408660005,0.3325522522334038
50,0.5090478173141594,0.3325313304182271
51,0.5090483969123346,0.3325104086030504
52,0.5090647021140294,0.3325104086030504
53,0.5090332500480492,0.33246856497269706
54,0.509017522503764,0.33244764315752035
55,0.509018100272305,0.33242672134234363
56,0.5090023707310822,0.332405799527167
57,0.5089394424863826,0.33232211226646025
58,0.5089400153806716,0.33230119045128353
59,0.5089405883483945,0.3322802686361069
60,0.5089248517865727,0.33225934682093017
61,0.5089091142161262,0.3322384250057535
62,0.5089096852765849,0.3322175031905768
63,0.5089259959616679,0.3322175031905768
64,0.5089102564102564,0.33219658137540015
65,0.5089265681592359,0.33219658137540015
66,0.5089428809539073,0.33219658137540015
67,0.5089591947943712,0.33219658137540015
68,0.508976085144579,0.33217565956022344
69,0.5089603436668483,0.3321547377450468
70,0.5089446011797897,0.33213381592987007
71,0.5089288576833061,0.3321128941146934
72,0.5089451747354922,0.3321128941146934
73,0.508961492834012,0.3321128941146934
74,0.5089778119789663,0.3321128941146934
75,0.5089941321704556,0.3321128941146934
76,0.5089783877380876,0.3320919722995167
77,0.5089626422959757,0.33207105048434005
78,0.5089468958440225,0.33205012866916334
79,0.5088996504281453,0.33198736322363326
80,0.5088681484332404,0.3319455195932799
81,0.5088523959202002,0.33192459777810324
82,0.508869286287089,0.3319036759629265
83,0.5088535317893116,0.33188275414774987
84,0.5088383433319431,0.3318409105173965
85,0.5088225858196984,0.3318199887022198
86,0.5088389104559017,0.3318199887022198
87,0.5088552361396304,0.3318199887022198
88,0.5088715628709853,0.3318199887022198
89,0.5089042194769774,0.3318199887022198
90,0.5089205493518162,0.3318199887022198
91,0.5089047909379714,0.33179906688704314
92,0.5088732710760245,0.33175722325668977
93,0.5088575096277279,0.33173630144151306
94,0.5088580781821683,0.3317153796263364
95,0.5088423147286324,0.3316944578111597
96,0.5088265502631917,0.33167353599598304
97,0.5088592155100469,0.33167353599598304
98,0.5088755497062883,0.33167353599598304
99,0.5088597842835131,0.3316526141808063
100,0.5088440178485442,0.3316316923656296
101,0.5088282504012841,0.33161077055045296
102,0.5088124819416354,0.33158984873527625
103,0.5087967124695004,0.3315689269200996
104,0.508765170487382,0.3315270832897462
105,0.5087493979772034,0.3315061614745695
106,0.5087657333675828,0.3315061614745695
107,0.5087341853445507,0.33146431784421615
108,0.5087184098134292,0.3314433960290395
109,0.5086868557114872,0.33140155239868613
110,0.5086874136878954,0.3313806305835094
111,0.5086716341212744,0.33135970876833276
112,0.5086721911736365,0.33133878695315605
113,0.5086727482975716,0.3313178651379794
114,0.5086569657254827,0.3312969433228027
115,0.5086896463105143,0.3312969433228027
116,0.5086738627602159,0.33127602150762603
117,0.5086744200989527,0.3312550996924493
118,0.5086907630522088,0.3312550996924493
119,0.5087071070556484,0.3312550996924493
120,0.5087076666024034,0.3312341778772726
121,0.5087240127245268,0.3312341778772726
122,0.5086929973969213,0.3311714124317426
123,0.5087093456742512,0.3311714124317426
124,0.5086935561626226,0.3311504906165659
125,0.508677765636048,0.3311295688013892
126,0.50866197409443,0.3311086469862125
127,0.5086461815376704,0.33108772517103585
128,0.5086952328908033,0.33108772517103585
129,0.5086794393725087,0.33106680335585914
130,0.5086957919439354,0.33106680335585914
131,0.5087121455667717,0.33106680335585914
132,0.5087285002411188,0.33106680335585914
133,0.5087448559670782,0.33106680335585914
134,0.5087612127447513,0.33106680335585914
135,0.5087454183010739,0.3310458815406825
