ovr,fpr,tpr,thresholds
0,0.0,0.0,1.999996
0,0.0,0.005208333333333333,0.99999595
0,0.0,0.015625,0.99999166
0,0.0,0.026041666666666668,0.99998915
0,0.0,0.2916666666666667,0.9992149
0,0.0,0.3020833333333333,0.99921274
0,0.0,0.3489583333333333,0.9988992
0,0.0,0.359375,0.9988397
0,0.0,0.4114583333333333,0.9981567
0,0.0,0.421875,0.99815637
0,0.0,0.5572916666666666,0.9889487
0,0.0,0.5677083333333334,0.9886523
0,0.0,0.5729166666666666,0.9884172
0,0.0016501650165016502,0.5729166666666666,0.9878973
0,0.0016501650165016502,0.5833333333333334,0.9868347
0,0.0016501650165016502,0.59375,0.9861958
0,0.0016501650165016502,0.6979166666666666,0.95415103
0,0.0033003300330033004,0.6979166666666666,0.9540754
0,0.0033003300330033004,0.7395833333333334,0.900891
0,0.0049504950495049506,0.7395833333333334,0.89700395
0,0.0049504950495049506,0.7916666666666666,0.804175
0,0.00825082508250825,0.7916666666666666,0.7937476
0,0.00825082508250825,0.8177083333333334,0.74497294
0,0.009900990099009901,0.8177083333333334,0.7355341
0,0.009900990099009901,0.828125,0.7186696
0,0.01155115511551155,0.828125,0.7129739
0,0.01155115511551155,0.8385416666666666,0.6661992
0,0.01485148514851485,0.8385416666666666,0.642792
0,0.01485148514851485,0.9010416666666666,0.29047096
0,0.03135313531353135,0.9010416666666666,0.11375376
0,0.03135313531353135,0.9166666666666666,0.07523247
0,0.036303630363036306,0.9166666666666666,0.05268583
0,0.036303630363036306,0.9270833333333334,0.039215714
0,0.0462046204620462,0.9270833333333334,0.028383795
0,0.0462046204620462,0.9322916666666666,0.028233223
0,0.052805280528052806,0.9322916666666666,0.023712166
0,0.052805280528052806,0.9375,0.022870503
0,0.08745874587458746,0.9375,0.011883498
0,0.08745874587458746,0.9427083333333334,0.011469179
0,0.10396039603960396,0.9427083333333334,0.008154206
0,0.10396039603960396,0.9479166666666666,0.008150979
0,0.12376237623762376,0.9479166666666666,0.0063289246
0,0.12376237623762376,0.953125,0.0062676095
0,0.12706270627062707,0.953125,0.005853261
0,0.12706270627062707,0.9583333333333334,0.005776769
0,0.14356435643564355,0.9583333333333334,0.005079229
0,0.14356435643564355,0.9635416666666666,0.005060231
0,0.15346534653465346,0.9635416666666666,0.0044117337
0,0.15676567656765678,0.9635416666666666,0.0043069487
0,0.2706270627062706,0.9635416666666666,0.0014612762
0,0.2706270627062706,0.96875,0.001433953
0,0.2722772277227723,0.96875,0.0014106852
0,0.2722772277227723,0.9739583333333334,0.0014086057
0,0.2986798679867987,0.9739583333333334,0.0011902619
0,0.30198019801980197,0.9739583333333334,0.0011609009
0,0.3415841584158416,0.9739583333333334,0.00082993234
0,0.3415841584158416,0.9791666666666666,0.00081313954
0,0.5115511551155115,0.9791666666666666,0.00015860003
0,0.5115511551155115,0.984375,0.00015504869
0,0.6006600660066007,0.984375,6.6377186e-05
0,0.6039603960396039,0.984375,6.5958346e-05
0,0.6188118811881188,0.984375,5.9916652e-05
0,0.6188118811881188,0.9895833333333334,5.975395e-05
0,0.665016501650165,0.9895833333333334,4.1981788e-05
0,0.665016501650165,0.9947916666666666,4.1943207e-05
0,0.731023102310231,0.9947916666666666,1.8585033e-05
0,0.731023102310231,1.0,1.8337685e-05
