fpr,tpr,thresholds
0.0,0.0,1.9999954
0.0,1.5234613040828762e-05,0.99999535
0.0,0.0011882998171846436,0.9994773
0.0,0.001218769043266301,0.9994764
0.0,0.0017062766605728215,0.9993845
0.0,0.001736745886654479,0.9993837
0.0,0.0017824497257769652,0.99938095
0.0,0.0018129189518586227,0.99937856
0.0,0.0033820840950639854,0.99902606
0.0,0.003412553321145643,0.9990237
0.0,0.004783668494820231,0.9987029
0.0,0.004844606946983547,0.99869883
0.0,0.004981718464351005,0.99867165
0.0,0.005012187690432663,0.998667
0.0,0.005362583790371724,0.9985884
0.0,0.005393053016453382,0.9985839
0.0,0.005758683729433272,0.998514
0.0,0.00578915295551493,0.9985123
0.0,0.0062614259597806214,0.99842215
0.0,0.006322364411943937,0.9984163
0.0,0.006535648994515539,0.99837494
0.0,0.006566118220597197,0.99837315
0.0,0.006931748933577087,0.9983199
0.0,0.006962218159658745,0.9983163
0.0,0.007921998781230956,0.99814117
0.0,0.007952468007312615,0.9981401
0.0,0.008318098720292504,0.9980819
0.0,0.008348567946374163,0.9980799
0.0,0.008729433272394881,0.9980094
0.0,0.00875990249847654,0.9980063
0.0,0.009567336989640463,0.997858
0.0,0.009597806215722121,0.99785537
0.0,0.01107556368068251,0.9975363
0.0,0.011106032906764169,0.9975358
0.0,0.01145642900670323,0.9974492
0.0,0.011486898232784887,0.99744356
0.0,0.011669713589274832,0.99742705
3.055300947143294e-05,0.011669713589274832,0.99741733
3.055300947143294e-05,0.012827544180377818,0.9972139
4.5829514207149406e-05,0.012827544180377818,0.99720734
4.5829514207149406e-05,0.01343692870201097,0.99709284
4.5829514207149406e-05,0.013467397928092626,0.9970919
4.5829514207149406e-05,0.013574040219378428,0.9970782
4.5829514207149406e-05,0.013604509445460084,0.99707794
4.5829514207149406e-05,0.016057282145033516,0.9966131
4.5829514207149406e-05,0.016087751371115174,0.9966108
4.5829514207149406e-05,0.016620962827544182,0.9964915
4.5829514207149406e-05,0.016651432053625837,0.99649066
4.5829514207149406e-05,0.017138939670932357,0.99639016
4.5829514207149406e-05,0.017169408897014016,0.9963887
4.5829514207149406e-05,0.017535039609993905,0.9962878
4.5829514207149406e-05,0.017565508836075563,0.99628323
4.5829514207149406e-05,0.017809262644728825,0.99623173
4.5829514207149406e-05,0.01783973187081048,0.9962205
4.5829514207149406e-05,0.019515539305301647,0.99589586
4.5829514207149406e-05,0.019546008531383302,0.99589396
4.5829514207149406e-05,0.01995734308348568,0.99578434
6.110601894286588e-05,0.01995734308348568,0.99578166
6.110601894286588e-05,0.02021633150517977,0.99571407
6.110601894286588e-05,0.020246800731261425,0.9957118
6.110601894286588e-05,0.020795246800731262,0.9955935
7.638252367858234e-05,0.020795246800731262,0.99559313
7.638252367858234e-05,0.02094759293113955,0.99557686
7.638252367858234e-05,0.020978062157221207,0.9955752
7.638252367858234e-05,0.021876904326630104,0.9954196
7.638252367858234e-05,0.021907373552711763,0.99541676
7.638252367858234e-05,0.02205971968312005,0.99538606
7.638252367858234e-05,0.022090188909201707,0.9953856
7.638252367858234e-05,0.022471054235222426,0.995314
7.638252367858234e-05,0.022501523461304084,0.9953082
7.638252367858234e-05,0.023232784887263862,0.9951416
7.638252367858234e-05,0.02326325411334552,0.99513876
7.638252367858234e-05,0.023811700182815358,0.99500835
7.638252367858234e-05,0.023842169408897013,0.99500823
7.638252367858234e-05,0.024451553930530164,0.9949004
7.638252367858234e-05,0.024482023156611823,0.99489707
7.638252367858234e-05,0.024588665447897624,0.9948565
9.165902841429881e-05,0.024588665447897624,0.9948543
9.165902841429881e-05,0.025472273004265692,0.9946877
9.165902841429881e-05,0.02550274223034735,0.9946861
9.165902841429881e-05,0.02634064594759293,0.99452436
9.165902841429881e-05,0.02637111517367459,0.99452126
9.165902841429881e-05,0.026706276660572823,0.9944441
9.165902841429881e-05,0.02673674588665448,0.9944364
9.165902841429881e-05,0.02696526508226691,0.9944027
0.00010693553315001527,0.02696526508226691,0.9944022
0.00010693553315001527,0.027010968921389395,0.9943937
0.00012221203788573176,0.027010968921389395,0.99439335
0.00012221203788573176,0.02749847653869592,0.9942959
0.00012221203788573176,0.027528945764777574,0.9942952
0.00012221203788573176,0.027681291895185863,0.99426347
0.00012221203788573176,0.02771176112126752,0.99426335
0.00012221203788573176,0.028656307129798903,0.99408096
0.00012221203788573176,0.028686776355880562,0.9940801
0.00012221203788573176,0.030301645338208408,0.9937257
0.00012221203788573176,0.030332114564290066,0.99372524
0.00013748854262144822,0.030332114564290066,0.9937215
0.00013748854262144822,0.030606337599024983,0.99367297
0.00015276504735716468,0.030606337599024983,0.9936586
0.00015276504735716468,0.03126142595978062,0.9935336
0.00015276504735716468,0.03129189518586228,0.99352586
