epoch,accuracy,loss,val_accuracy,val_loss
0,0.5322183966636658,2.5943033695220947,0.49860724806785583,2.580195188522339
1,0.6960157155990601,2.0786895751953125,0.49860724806785583,2.5353758335113525
2,0.7904574275016785,1.7737995386123657,0.49860724806785583,2.475836753845215
3,0.8657156825065613,1.5594207048416138,0.34818941354751587,2.337520122528076
4,0.9114608764648438,1.3194308280944824,0.5793871879577637,2.1027259826660156
5,0.9276930689811707,1.1926461458206177,0.6239554286003113,1.9369938373565674
6,0.9276930689811707,1.1034575700759888,0.6740947365760803,1.6535664796829224
7,0.9532710313796997,0.9780479073524475,0.8105849623680115,1.3360416889190674
8,0.9483522176742554,0.9042438864707947,0.8579387068748474,1.1298484802246094
9,0.9655681252479553,0.8148185610771179,0.8300835490226746,1.0823981761932373
10,0.9513034820556641,0.7946003079414368,0.8857938647270203,0.9798454642295837
11,0.961633026599884,0.7425858974456787,0.8746517896652222,1.0088295936584473
12,0.9532710313796997,0.7413868308067322,0.8969359397888184,0.8622432351112366
13,0.9611411690711975,0.678330659866333,0.8328690528869629,1.1403690576553345
14,0.9680275321006775,0.6551311612129211,0.9303621053695679,0.7479802966117859
15,0.9788489937782288,0.5855636596679688,0.902506947517395,0.8771157264709473
16,0.9699950814247131,0.5778908729553223,0.8830083608627319,0.8996336460113525
17,0.9650762677192688,0.5737947821617126,0.9080780148506165,0.8389053344726562
18,0.9660599827766418,0.5644035935401917,0.8774373531341553,1.0295952558517456
19,0.9734382629394531,0.5282280445098877,0.9136490225791931,0.8013089895248413
20,0.9793408513069153,0.49529966711997986,0.8774373531341553,1.0291290283203125
21,0.9798327684402466,0.4793820381164551,0.8551532030105591,1.0197609663009644
22,0.9650762677192688,0.5247793197631836,0.8662952780723572,0.8460033535957336
23,0.967535674571991,0.508455216884613,0.9303621053695679,0.7346969246864319
24,0.9749138951301575,0.49198994040489197,0.9275766015052795,0.8030793070793152
25,0.9773733615875244,0.4778887629508972,0.9220055937767029,0.7061952948570251
26,0.9729464054107666,0.4881134331226349,0.902506947517395,0.6891680359840393
27,0.9660599827766418,0.519554078578949,0.9442896842956543,0.5801672339439392
28,0.9798327684402466,0.452822744846344,0.688022255897522,1.6433013677597046
29,0.9822921752929688,0.4091540277004242,0.9387186765670776,0.5675504803657532
30,0.9822921752929688,0.3949081003665924,0.9108635187149048,0.5764063000679016
31,0.9734382629394531,0.40681323409080505,0.9108635187149048,0.6418600082397461
32,0.9714707136154175,0.4398745000362396,0.9220055937767029,0.667773962020874
33,0.9798327684402466,0.43121132254600525,0.89415043592453,0.8964990973472595
34,0.9813084006309509,0.4162214696407318,0.9136490225791931,0.6393771171569824
35,0.9695032238960266,0.4315119683742523,0.9387186765670776,0.6050768494606018
36,0.98622727394104,0.38808441162109375,0.8885793685913086,0.735512912273407
37,0.9842597246170044,0.3633854389190674,0.89415043592453,0.6676416993141174
38,0.9542548060417175,0.4822138845920563,0.8857938647270203,0.7973565459251404
39,0.9690113067626953,0.45185238122940063,0.89415043592453,0.9134494066238403
40,0.9768814444541931,0.4165542423725128,0.902506947517395,0.7547041177749634
41,0.9778652191162109,0.40424710512161255,0.8913649320602417,0.7477526664733887
42,0.9788489937782288,0.4087986648082733,0.7994428873062134,1.1404200792312622
43,0.9847515821456909,0.36360567808151245,0.9192200303077698,0.7744969725608826
44,0.9867191314697266,0.3355766534805298,0.8802228569984436,0.9294965863227844
45,0.9778652191162109,0.3623703420162201,0.9052924513816833,0.685463547706604
46,0.9783571362495422,0.3735451102256775,0.8997214436531067,0.6326736211776733
47,0.9813084006309509,0.3586491644382477,0.941504180431366,0.5841904878616333
48,0.9837678074836731,0.3523959219455719,0.9136490225791931,0.7311729788780212
49,0.967535674571991,0.438944011926651,0.844011127948761,1.1406168937683105
