epoch,accuracy,loss,val_accuracy,val_loss
0,0.6855724453926086,0.5849234461784363,0.7661470174789429,0.48576122522354126
1,0.7777141332626343,0.5014714002609253,0.7808462977409363,0.4584343731403351
2,0.784111499786377,0.4773465096950531,0.7866369485855103,0.448307067155838
3,0.7954740524291992,0.45566263794898987,0.7848552465438843,0.4494958817958832
4,0.8021579384803772,0.43429920077323914,0.7906458973884583,0.43784457445144653
5,0.8258378505706787,0.4062248766422272,0.7964365482330322,0.4467567205429077
6,0.8420701026916504,0.37873756885528564,0.8004454374313354,0.4468535780906677
7,0.85715651512146,0.3509273827075958,0.795100212097168,0.47740301489830017
8,0.8764441609382629,0.31856876611709595,0.78351891040802,0.5447855591773987
9,0.8853241801261902,0.29066237807273865,0.7839643359184265,0.5742037296295166
10,0.902988612651825,0.259867787361145,0.7741647958755493,0.6538928747177124
11,0.9175021648406982,0.22366757690906525,0.7741647958755493,0.7161546349525452
12,0.9302014708518982,0.19966048002243042,0.7692650556564331,0.7443816661834717
13,0.942423403263092,0.162908136844635,0.7630289793014526,0.8282294869422913
14,0.948438823223114,0.15084698796272278,0.7572383284568787,0.8840334415435791
15,0.9570323824882507,0.11943136155605316,0.7643652558326721,1.0688062906265259
16,0.9602788090705872,0.11579472571611404,0.7559019923210144,1.0304653644561768
17,0.9682994484901428,0.09295050799846649,0.7572383284568787,1.3024958372116089
18,0.9679175019264221,0.09108029305934906,0.7625834941864014,1.3729236125946045
19,0.9702091217041016,0.08216116577386856,0.7505567669868469,1.443656325340271
20,0.9671536087989807,0.0881757140159607,0.7554565668106079,1.4719055891036987
21,0.9733600616455078,0.07470575720071793,0.7590200304985046,1.6588743925094604
22,0.9795665144920349,0.05864465609192848,0.7559019923210144,1.6065905094146729
23,0.978516161441803,0.0591837503015995,0.7541202902793884,1.7395426034927368
24,0.9772748947143555,0.06541896611452103,0.7585746049880981,1.7690378427505493
25,0.9817626476287842,0.05312202125787735,0.7545657157897949,2.1987903118133545
26,0.9829084277153015,0.0512683130800724,0.7527839541435242,2.0829241275787354
27,0.9808077812194824,0.058642640709877014,0.7469933032989502,2.032304525375366
28,0.9825264811515808,0.053294192999601364,0.7492204904556274,1.8820075988769531
29,0.9779433012008667,0.06405838578939438,0.7536748051643372,1.7414135932922363
30,0.9837678074836731,0.050164029002189636,0.7505567669868469,2.252993106842041
31,0.9793755412101746,0.05890236422419548,0.7469933032989502,1.8414658308029175
32,0.9791845679283142,0.05433447286486626,0.7523385286331177,2.3258180618286133
33,0.9837678074836731,0.04584577679634094,0.7527839541435242,2.5541675090789795
34,0.9859638810157776,0.04125801846385002,0.742984414100647,2.4980831146240234
35,0.9860593676567078,0.04361904412508011,0.7483296394348145,2.29317045211792
36,0.9833858609199524,0.047799333930015564,0.7505567669868469,2.3601248264312744
37,0.9898787140846252,0.03460373356938362,0.7567928433418274,2.238677740097046
38,0.982621967792511,0.047669801861047745,0.7603563666343689,2.0507216453552246
39,0.9866322875022888,0.04005276784300804,0.7563474178314209,2.4813311100006104
40,0.9837678074836731,0.04461504518985748,0.7550111413002014,2.1035330295562744
41,0.9850090742111206,0.04703768342733383,0.7572383284568787,2.5287649631500244
42,0.9859638810157776,0.04407363757491112,0.7523385286331177,2.4016273021698
43,0.9837678074836731,0.04488850012421608,0.748775064945221,2.415276527404785
44,0.9899742007255554,0.03488379344344139,0.7567928433418274,2.369511365890503
45,0.9850090742111206,0.04473203793168068,0.7514476776123047,2.7375099658966064
46,0.9871097207069397,0.03770706430077553,0.7514476776123047,2.591921329498291
47,0.9856774806976318,0.04005904123187065,0.7563474178314209,3.043553113937378
48,0.986727774143219,0.03924514725804329,0.7492204904556274,2.5020644664764404
49,0.9846271276473999,0.04553353786468506,0.7567928433418274,2.3398218154907227
