ovr,fpr,tpr,thresholds
0,0.0,0.0,1.9999888
0,0.0,0.005208333333333333,0.9999888
0,0.0,0.4479166666666667,0.994412
0,0.0,0.4583333333333333,0.99422824
0,0.0,0.5885416666666666,0.987428
0,0.0016501650165016502,0.5885416666666666,0.9859401
0,0.0016501650165016502,0.6979166666666666,0.97380674
0,0.0033003300330033004,0.6979166666666666,0.97375023
0,0.0033003300330033004,0.703125,0.97239316
0,0.0033003300330033004,0.7135416666666666,0.9713442
0,0.0049504950495049506,0.7135416666666666,0.9700229
0,0.0049504950495049506,0.796875,0.92531663
0,0.006600660066006601,0.796875,0.91077834
0,0.006600660066006601,0.8177083333333334,0.8913964
0,0.01155115511551155,0.8177083333333334,0.86342496
0,0.01155115511551155,0.84375,0.82629836
0,0.013201320132013201,0.84375,0.8262685
0,0.013201320132013201,0.8541666666666666,0.8200067
0,0.01485148514851485,0.8541666666666666,0.81715757
0,0.01485148514851485,0.8697916666666666,0.74960387
0,0.0165016501650165,0.8697916666666666,0.73050094
0,0.0165016501650165,0.8854166666666666,0.72236115
0,0.019801980198019802,0.8854166666666666,0.71129006
0,0.019801980198019802,0.9114583333333334,0.6263509
0,0.02145214521452145,0.9114583333333334,0.6222045
0,0.02145214521452145,0.9166666666666666,0.60300523
0,0.028052805280528052,0.9166666666666666,0.48199168
0,0.028052805280528052,0.9270833333333334,0.43986887
0,0.033003300330033,0.9270833333333334,0.42733607
0,0.033003300330033,0.9322916666666666,0.42654288
0,0.039603960396039604,0.9322916666666666,0.393461
0,0.039603960396039604,0.9375,0.3833082
0,0.0462046204620462,0.9375,0.29875898
0,0.0462046204620462,0.9427083333333334,0.29151273
0,0.06930693069306931,0.9427083333333334,0.12976684
0,0.06930693069306931,0.9479166666666666,0.120581575
0,0.07425742574257425,0.9479166666666666,0.11605056
0,0.07755775577557755,0.9479166666666666,0.11366964
0,0.07755775577557755,0.9583333333333334,0.09852556
0,0.08250825082508251,0.9583333333333334,0.0892414
0,0.08250825082508251,0.9635416666666666,0.08775375
0,0.10396039603960396,0.9635416666666666,0.04266624
0,0.10396039603960396,0.96875,0.04059255
0,0.12706270627062707,0.96875,0.028039487
0,0.12706270627062707,0.9739583333333334,0.026493937
0,0.13366336633663367,0.9739583333333334,0.02404929
0,0.13366336633663367,0.9895833333333334,0.019853141
0,0.18316831683168316,0.9895833333333334,0.007847107
0,0.18316831683168316,0.9947916666666666,0.0077435686
0,0.24752475247524752,0.9947916666666666,0.0026740534
0,0.2508250825082508,0.9947916666666666,0.0026285558
0,0.25742574257425743,0.9947916666666666,0.0020245614
0,0.2607260726072607,0.9947916666666666,0.0020167218
0,0.2623762376237624,0.9947916666666666,0.0020131746
0,0.2623762376237624,1.0,0.0020105743
0,0.2887788778877888,1.0,0.001469564
0,0.29207920792079206,1.0,0.0014653127
0,0.3547854785478548,1.0,0.0006328746
0,0.3580858085808581,1.0,0.0006323085
0,0.49834983498349833,1.0,0.00013047086
0,0.5016501650165016,1.0,0.00012970871
0,0.5099009900990099,1.0,0.00011831959
0,0.5132013201320133,1.0,0.00011743941
0,0.6171617161716172,1.0,3.645643e-05
0,0.6204620462046204,1.0,3.4908444e-05
0,0.7854785478547854,1.0,2.10217e-06
0,0.7887788778877888,1.0,2.0976079e-06
0,1.0,1.0,1.4260933e-11
1,0.0,0.0,1.9999499
1,0.0,0.005208333333333333,0.99994993
1,0.0,0.052083333333333336,0.99928707
1,0.0016501650165016502,0.052083333333333336,0.99921894
1,0.0016501650165016502,0.140625,0.9985337
1,0.0016501650165016502,0.15104166666666666,0.99831414
1,0.0016501650165016502,0.265625,0.9967399
1,0.0016501650165016502,0.2760416666666667,0.9966456
1,0.0016501650165016502,0.3125,0.9958723
1,0.0016501650165016502,0.3229166666666667,0.99583566
1,0.0016501650165016502,0.453125,0.99152994
1,0.0016501650165016502,0.4635416666666667,0.9913933
1,0.0016501650165016502,0.5,0.9900034
1,0.0016501650165016502,0.5104166666666666,0.9895131
1,0.0016501650165016502,0.5260416666666666,0.9878086
1,0.0033003300330033004,0.5260416666666666,0.98772407
1,0.0033003300330033004,0.5364583333333334,0.9876627
1,0.0033003300330033004,0.5572916666666666,0.9867758
1,0.0033003300330033004,0.5677083333333334,0.9866099
1,0.0033003300330033004,0.6197916666666666,0.9831312
1,0.0049504950495049506,0.6197916666666666,0.9830928
1,0.0049504950495049506,0.7083333333333334,0.9723414
1,0.0049504950495049506,0.71875,0.97143483
1,0.0049504950495049506,0.765625,0.96440315
