ovr,fpr,tpr,thresholds
0,0.0,0.0,1.9997199
0,0.0,0.005208333333333333,0.9997199
0,0.0,0.16666666666666666,0.99476624
0,0.0016501650165016502,0.16666666666666666,0.994364
0,0.0016501650165016502,0.2864583333333333,0.98403674
0,0.0033003300330033004,0.2864583333333333,0.98370206
0,0.0033003300330033004,0.2916666666666667,0.98353714
0,0.0049504950495049506,0.2916666666666667,0.98237324
0,0.0049504950495049506,0.4947916666666667,0.9555706
0,0.006600660066006601,0.4947916666666667,0.95266026
0,0.006600660066006601,0.5,0.94963485
0,0.00825082508250825,0.5,0.9480983
0,0.00825082508250825,0.6041666666666666,0.930431
0,0.00825082508250825,0.6145833333333334,0.9302867
0,0.009900990099009901,0.6145833333333334,0.9291565
0,0.009900990099009901,0.6197916666666666,0.9280381
0,0.01155115511551155,0.6197916666666666,0.92756087
0,0.01155115511551155,0.6302083333333334,0.9241995
0,0.0165016501650165,0.6302083333333334,0.9142353
0,0.0165016501650165,0.6458333333333334,0.9114962
0,0.018151815181518153,0.6458333333333334,0.9062634
0,0.018151815181518153,0.6875,0.88016695
0,0.02145214521452145,0.6875,0.8796203
0,0.02145214521452145,0.6979166666666666,0.87872624
0,0.02145214521452145,0.7708333333333334,0.8272311
0,0.0231023102310231,0.7708333333333334,0.82137626
0,0.0231023102310231,0.8125,0.7927534
0,0.024752475247524754,0.8125,0.78706443
0,0.024752475247524754,0.8229166666666666,0.7839172
0,0.026402640264026403,0.8229166666666666,0.76862043
0,0.026402640264026403,0.828125,0.76842755
0,0.0297029702970297,0.828125,0.7673047
0,0.0297029702970297,0.8541666666666666,0.74191177
0,0.03135313531353135,0.8541666666666666,0.73629
0,0.03135313531353135,0.859375,0.7180085
0,0.033003300330033,0.859375,0.7121811
0,0.033003300330033,0.875,0.6922534
0,0.034653465346534656,0.875,0.68949604
0,0.034653465346534656,0.8958333333333334,0.6721219
0,0.039603960396039604,0.8958333333333334,0.64295137
0,0.039603960396039604,0.9010416666666666,0.6426704
0,0.041254125412541254,0.9010416666666666,0.6326293
0,0.041254125412541254,0.90625,0.6156275
0,0.0462046204620462,0.90625,0.5678357
0,0.0462046204620462,0.9322916666666666,0.5080465
0,0.054455445544554455,0.9322916666666666,0.47481498
