fpr,tpr,thresholds
0.0,0.0,1.9999936
0.0,1.5234613040828762e-05,0.99999356
0.0,0.00047227300426569164,0.99989533
0.0,0.0005027422303473492,0.9998921
0.0,0.0005484460694698354,0.99988246
0.0,0.0005789152955514929,0.99987864
0.0,0.0007617306520414382,0.99985945
0.0,0.0007921998781230957,0.9998523
0.0,0.0014625228519195613,0.9997794
0.0,0.0014929920780012188,0.9997775
0.0,0.001858622790981109,0.9997445
0.0,0.0018890920170627665,0.9997414
0.0,0.0019500304692260815,0.9997352
0.0,0.001980499695307739,0.9997347
0.0,0.001995734308348568,0.99973434
0.0,0.0020262035344302256,0.999734
0.0,0.0023004265691651433,0.9997094
0.0,0.0023308957952468006,0.9997056
0.0,0.0023613650213284583,0.99970275
0.0,0.0023918342474101156,0.9997024
0.0,0.0027269957343083484,0.99966824
0.0,0.002757464960390006,0.9996675
0.0,0.002970749542961609,0.9996494
0.0,0.0030012187690432665,0.99964833
0.0,0.003016453382084095,0.99964595
0.0,0.0030469226081657527,0.9996457
0.0,0.0031383302864107254,0.9996332
0.0,0.0031687995124923827,0.999632
0.0,0.0032602071907373554,0.9996265
0.0,0.0032906764168190127,0.99962616
0.0,0.0035801340645947592,0.9996044
0.0,0.003610603290676417,0.99960417
0.0,0.0040219378427787935,0.99958044
0.0,0.004052407068860451,0.9995784
0.0,0.004494210847044485,0.99954826
0.0,0.004524680073126143,0.9995479
0.0,0.004646556977452773,0.9995414
0.0,0.0046770262035344306,0.9995413
0.0,0.005255941499085923,0.9995092
0.0,0.00530164533820841,0.9995074
0.0,0.00542352224253504,0.99950016
0.0,0.005453991468616697,0.9994974
0.0,0.005758683729433272,0.99948186
0.0,0.00578915295551493,0.99948114
0.0,0.00615478366849482,0.99946517
0.0,0.006185252894576478,0.999464
0.0,0.006429006703229738,0.99945253
0.0,0.006459475929311395,0.9994517
0.0,0.006703229737964655,0.99943763
0.0,0.006733698964046313,0.9994368
1.527650473571647e-05,0.006733698964046313,0.99943644
1.527650473571647e-05,0.006809872029250457,0.9994282
1.527650473571647e-05,0.006840341255332115,0.9994276
1.527650473571647e-05,0.007205971968312005,0.9994087
1.527650473571647e-05,0.007236441194393662,0.9994068
1.527650473571647e-05,0.007815356489945155,0.9993793
1.527650473571647e-05,0.007845825716026813,0.9993787
1.527650473571647e-05,0.0078915295551493,0.9993747
1.527650473571647e-05,0.007921998781230956,0.99937385
1.527650473571647e-05,0.008089579524680073,0.9993668
1.527650473571647e-05,0.00812004875076173,0.99936503
1.527650473571647e-05,0.008302864107251676,0.9993573
1.527650473571647e-05,0.008333333333333333,0.99935704
1.527650473571647e-05,0.008394271785496649,0.9993525
1.527650473571647e-05,0.008424741011578306,0.99935216
1.527650473571647e-05,0.00850091407678245,0.99934644
1.527650473571647e-05,0.008531383302864107,0.9993461
1.527650473571647e-05,0.00874466788543571,0.9993309
1.527650473571647e-05,0.008775137111517367,0.9993305
1.527650473571647e-05,0.008897014015843998,0.9993223
1.527650473571647e-05,0.008927483241925655,0.99932134
1.527650473571647e-05,0.009049360146252286,0.9993135
1.527650473571647e-05,0.009079829372333943,0.9993131
1.527650473571647e-05,0.009369287020109689,0.9992987
1.527650473571647e-05,0.009399756246191347,0.99929786
1.527650473571647e-05,0.009430225472273004,0.99929476
1.527650473571647e-05,0.009460694698354661,0.99929464
1.527650473571647e-05,0.011243144424131627,0.9991935
1.527650473571647e-05,0.011273613650213284,0.99919266
1.527650473571647e-05,0.011410725167580743,0.9991855
1.527650473571647e-05,0.011441194393662401,0.99918514
1.527650473571647e-05,0.011593540524070689,0.9991769
1.527650473571647e-05,0.011624009750152346,0.99917585
1.527650473571647e-05,0.012400975015234614,0.9991221
1.527650473571647e-05,0.01243144424131627,0.99912184
1.527650473571647e-05,0.012477148080438757,0.9991167
1.527650473571647e-05,0.012507617306520414,0.9991161
1.527650473571647e-05,0.012720901889092017,0.999102
1.527650473571647e-05,0.012751371115173675,0.9991007
1.527650473571647e-05,0.012812309567336989,0.99909544
3.055300947143294e-05,0.012812309567336989,0.99909496
3.055300947143294e-05,0.013086532602071908,0.9990802
3.055300947143294e-05,0.013117001828153564,0.99907994
3.055300947143294e-05,0.013147471054235223,0.99907744
3.055300947143294e-05,0.01317794028031688,0.9990772
3.055300947143294e-05,0.013254113345521023,0.999073
3.055300947143294e-05,0.013315051797684338,0.99907047
3.055300947143294e-05,0.013558805606337598,0.99905425
3.055300947143294e-05,0.013589274832419257,0.9990532
3.055300947143294e-05,0.013772090188909202,0.99904054
3.055300947143294e-05,0.013833028641072517,0.99903727
3.055300947143294e-05,0.013878732480195003,0.9990338
3.055300947143294e-05,0.01390920170627666,0.999032
3.055300947143294e-05,0.01392443631931749,0.9990312
3.055300947143294e-05,0.013954905545399146,0.99902964
3.055300947143294e-05,0.014244363193174894,0.99901044
3.055300947143294e-05,0.01427483241925655,0.9990094
3.055300947143294e-05,0.01429006703229738,0.9990086
3.055300947143294e-05,0.014320536258379037,0.9990085
3.055300947143294e-05,0.014457647775746495,0.9989986
3.055300947143294e-05,0.014488117001828154,0.9989982
3.055300947143294e-05,0.014640463132236442,0.9989918
3.055300947143294e-05,0.014670932358318099,0.99899143
3.055300947143294e-05,0.014899451553930531,0.9989786
3.055300947143294e-05,0.014929920780012188,0.99897826
3.055300947143294e-05,0.015143205362583791,0.99896884
3.055300947143294e-05,0.015173674588665448,0.99896824
3.055300947143294e-05,0.01528031687995125,0.9989599
3.055300947143294e-05,0.015310786106032906,0.99895716
3.055300947143294e-05,0.015341255332114565,0.9989557
3.055300947143294e-05,0.015371724558196222,0.9989556
3.055300947143294e-05,0.015402193784277879,0.998955
3.055300947143294e-05,0.015432663010359537,0.9989548
3.055300947143294e-05,0.015447897623400366,0.99895334
3.055300947143294e-05,0.015478366849482023,0.99895287
3.055300947143294e-05,0.01552407068860451,0.9989489
3.055300947143294e-05,0.015554539914686166,0.99894804
3.055300947143294e-05,0.01613345521023766,0.99891067
3.055300947143294e-05,0.016163924436319317,0.99891055
3.055300947143294e-05,0.016438147471054234,0.9988955
3.055300947143294e-05,0.016468616697135893,0.998895
3.055300947143294e-05,0.01675807434491164,0.9988807
3.055300947143294e-05,0.016788543570993297,0.99887973
3.055300947143294e-05,0.016819012797074956,0.998879
3.055300947143294e-05,0.01684948202315661,0.9988789
3.055300947143294e-05,0.017413162705667277,0.99884903
3.055300947143294e-05,0.017443631931748933,0.99884784
3.055300947143294e-05,0.017641681901279706,0.99883574
3.055300947143294e-05,0.017672151127361365,0.9988343
3.055300947143294e-05,0.017748324192565508,0.99882776
3.055300947143294e-05,0.017794028031687996,0.99882656
3.055300947143294e-05,0.017915904936014627,0.9988194
3.055300947143294e-05,0.017946374162096282,0.99881893
3.055300947143294e-05,0.018525289457647774,0.99878293
3.055300947143294e-05,0.018555758683729433,0.99878186
3.055300947143294e-05,0.018677635588056064,0.99876946
3.055300947143294e-05,0.018708104814137722,0.99876875
3.055300947143294e-05,0.01907373552711761,0.9987464
3.055300947143294e-05,0.01910420475319927,0.9987431
3.055300947143294e-05,0.019256550883607556,0.99873465
3.055300947143294e-05,0.019287020109689215,0.9987337
3.055300947143294e-05,0.019302254722730044,0.9987319
4.5829514207149406e-05,0.019317489335770873,0.99873
4.5829514207149406e-05,0.019546008531383302,0.9987129
4.5829514207149406e-05,0.01957647775746496,0.9987128
4.5829514207149406e-05,0.01971358927483242,0.9987061
4.5829514207149406e-05,0.019744058500914076,0.99870574
4.5829514207149406e-05,0.01997257769652651,0.9986922
4.5829514207149406e-05,0.020003046922608167,0.998692
