ovr,precision,recall,thresholds
0,0.5470085470085471,1.0,0.0020105743315070868
0,0.5457142857142857,0.9947916666666666,0.002013174584135413
0,0.5472779369627507,0.9947916666666666,0.00201672175899148
0,0.5504322766570605,0.9947916666666666,0.0020245613995939493
0,0.5520231213872833,0.9947916666666666,0.002127170329913497
0,0.553623188405797,0.9947916666666666,0.002384185092523694
0,0.5552325581395349,0.9947916666666666,0.0025387536734342575
0,0.5568513119533528,0.9947916666666666,0.002628555754199624
0,0.5601173020527859,0.9947916666666666,0.0026740534231066704
0,0.5617647058823529,0.9947916666666666,0.0027391770854592323
0,0.5634218289085545,0.9947916666666666,0.0027789620216935873
0,0.5650887573964497,0.9947916666666666,0.002890640636906028
0,0.5667655786350149,0.9947916666666666,0.0029108733870089054
0,0.5684523809523809,0.9947916666666666,0.003080907976254821
0,0.5701492537313433,0.9947916666666666,0.0031375910621136427
0,0.5718562874251497,0.9947916666666666,0.0031762556172907352
0,0.5735735735735735,0.9947916666666666,0.0033489870838820934
0,0.5753012048192772,0.9947916666666666,0.0033941585570573807
0,0.5770392749244713,0.9947916666666666,0.003544787410646677
0,0.5787878787878787,0.9947916666666666,0.0036653003189712763
0,0.5805471124620061,0.9947916666666666,0.0037272265180945396
0,0.5823170731707317,0.9947916666666666,0.00384365557692945
0,0.5840978593272171,0.9947916666666666,0.004000307992100716
0,0.5858895705521472,0.9947916666666666,0.004118367563933134
0,0.5876923076923077,0.9947916666666666,0.0042074741795659065
0,0.5895061728395061,0.9947916666666666,0.00424329936504364
0,0.5913312693498453,0.9947916666666666,0.004331749398261309
0,0.593167701863354,0.9947916666666666,0.004444886930286884
0,0.5950155763239875,0.9947916666666666,0.0047725108452141285
0,0.596875,0.9947916666666666,0.0048134769313037395
0,0.5987460815047022,0.9947916666666666,0.004815278574824333
0,0.60062893081761,0.9947916666666666,0.004818516317754984
0,0.6025236593059937,0.9947916666666666,0.004919138737022877
0,0.6044303797468354,0.9947916666666666,0.005032469518482685
0,0.6063492063492063,0.9947916666666666,0.00511128781363368
0,0.60828025477707,0.9947916666666666,0.005252075381577015
0,0.610223642172524,0.9947916666666666,0.005259956233203411
0,0.6121794871794872,0.9947916666666666,0.005316994618624449
0,0.6141479099678456,0.9947916666666666,0.005567264277487993
0,0.6161290322580645,0.9947916666666666,0.005642387550324202
0,0.6181229773462783,0.9947916666666666,0.005690641235560179
0,0.6201298701298701,0.9947916666666666,0.006219153292477131
0,0.6221498371335505,0.9947916666666666,0.006301970221102238
0,0.6241830065359477,0.9947916666666666,0.006332630291581154
0,0.6262295081967213,0.9947916666666666,0.006477502640336752
0,0.6282894736842105,0.9947916666666666,0.0065565044060349464
0,0.6303630363036303,0.9947916666666666,0.00753049785271287
0,0.6324503311258278,0.9947916666666666,0.007743568625301123
0,0.6312292358803987,0.9895833333333334,0.007847107015550137
0,0.6333333333333333,0.9895833333333334,0.007854287512600422
0,0.6354515050167224,0.9895833333333334,0.008627410978078842
0,0.6375838926174496,0.9895833333333334,0.008754974231123924
0,0.6397306397306397,0.9895833333333334,0.008755918592214584
0,0.6418918918918919,0.9895833333333334,0.008839067071676254
0,0.6440677966101694,0.9895833333333334,0.008855272084474564
0,0.6462585034013606,0.9895833333333334,0.009075693786144257
0,0.6484641638225256,0.9895833333333334,0.009161768481135368
0,0.6506849315068494,0.9895833333333334,0.009307129308581352
0,0.6529209621993127,0.9895833333333334,0.009530470706522465
0,0.6551724137931034,0.9895833333333334,0.009699598886072636
0,0.657439446366782,0.9895833333333334,0.009836917743086815
0,0.6597222222222222,0.9895833333333334,0.009916864335536957
0,0.662020905923345,0.9895833333333334,0.010389280505478382
0,0.6643356643356644,0.9895833333333334,0.010518698953092098
0,0.6666666666666666,0.9895833333333334,0.010842772200703621
0,0.6690140845070423,0.9895833333333334,0.010935013182461262
0,0.6713780918727915,0.9895833333333334,0.011274823918938637
0,0.6737588652482269,0.9895833333333334,0.012329816818237305
0,0.6761565836298933,0.9895833333333334,0.012533728033304214
0,0.6785714285714286,0.9895833333333334,0.013137485831975937
0,0.6810035842293907,0.9895833333333334,0.013841109350323677
0,0.6834532374100719,0.9895833333333334,0.01597955822944641
0,0.6859205776173285,0.9895833333333334,0.016341665759682655
0,0.6884057971014492,0.9895833333333334,0.016978343948721886
0,0.6909090909090909,0.9895833333333334,0.01880846731364727
0,0.6934306569343066,0.9895833333333334,0.0189334936439991
0,0.6959706959706959,0.9895833333333334,0.019456392154097557
0,0.6985294117647058,0.9895833333333334,0.019696714356541634
0,0.7011070110701108,0.9895833333333334,0.0198531411588192
0,0.7,0.984375,0.021093007177114487
0,0.6988847583643123,0.9791666666666666,0.023186402395367622
0,0.6977611940298507,0.9739583333333334,0.024049289524555206
0,0.700374531835206,0.9739583333333334,0.02486075460910797
0,0.7030075187969925,0.9739583333333334,0.025993255898356438
0,0.7056603773584905,0.9739583333333334,0.02604859694838524
0,0.7083333333333334,0.9739583333333334,0.026493936777114868
0,0.7072243346007605,0.96875,0.028039487078785896
0,0.7099236641221374,0.96875,0.028095021843910217
0,0.7126436781609196,0.96875,0.02826053835451603
0,0.7153846153846154,0.96875,0.028760289773344994
0,0.7181467181467182,0.96875,0.029142359271645546
0,0.7209302325581395,0.96875,0.02973881922662258
0,0.7237354085603113,0.96875,0.030850166454911232
0,0.7265625,0.96875,0.033085644245147705
0,0.7294117647058823,0.96875,0.03343338146805763
0,0.7322834645669292,0.96875,0.03579917922616005
0,0.7351778656126482,0.96875,0.037722330540418625
0,0.7380952380952381,0.96875,0.03812554478645325
0,0.7410358565737052,0.96875,0.03900429978966713
0,0.744,0.96875,0.03945797309279442
0,0.7469879518072289,0.96875,0.04059255123138428
0,0.7459677419354839,0.9635416666666666,0.0426662415266037
0,0.7489878542510121,0.9635416666666666,0.04350040480494499
0,0.7520325203252033,0.9635416666666666,0.045123957097530365
0,0.7551020408163265,0.9635416666666666,0.04685913771390915
0,0.7581967213114754,0.9635416666666666,0.04771822690963745
0,0.7613168724279835,0.9635416666666666,0.04845649376511574
0,0.7644628099173554,0.9635416666666666,0.050956644117832184
0,0.7676348547717843,0.9635416666666666,0.06009432673454285
0,0.7708333333333334,0.9635416666666666,0.0712701752781868
0,0.7740585774058577,0.9635416666666666,0.07493841648101807
