epoch,accuracy,loss,val_accuracy,val_loss
0,0.5385276675224304,0.7108381986618042,0.4877505600452423,0.8391215801239014
1,0.5749068856239319,0.671858012676239,0.49933186173439026,0.6883572936058044
2,0.6046023368835449,0.6521592736244202,0.6748329401016235,0.6215008497238159
3,0.6233171224594116,0.6402712464332581,0.678396463394165,0.6182433366775513
4,0.6412680149078369,0.6252145767211914,0.6677060127258301,0.6067841053009033
5,0.6439415812492371,0.6163705587387085,0.7086859941482544,0.5768548250198364
6,0.6690537333488464,0.594773530960083,0.7122494578361511,0.5716651678085327
7,0.6721092462539673,0.5858007669448853,0.7100222706794739,0.5687567591667175
8,0.67850661277771,0.5800485014915466,0.7398663759231567,0.5475476384162903
9,0.6971259713172913,0.5645831227302551,0.7452116012573242,0.5351053476333618
10,0.6978898048400879,0.5575926303863525,0.7483296394348145,0.5268441438674927
11,0.7024730443954468,0.5536418557167053,0.742093563079834,0.5245194435119629
12,0.7102072238922119,0.540389358997345,0.7510022521018982,0.5288367867469788
13,0.7184187769889832,0.5288628935813904,0.7456570267677307,0.5283807516098022
14,0.7209968566894531,0.5302924513816833,0.747884213924408,0.5276724696159363
15,0.7233839631080627,0.5137947201728821,0.7572383284568787,0.507102370262146
16,0.723956823348999,0.5114949941635132,0.6997773051261902,0.5553850531578064
17,0.731595516204834,0.5071584582328796,0.7634744048118591,0.508368730545044
18,0.7432445287704468,0.48817774653434753,0.7465478777885437,0.5120388269424438
19,0.7431490421295166,0.49006280303001404,0.7358574867248535,0.5228371024131775
20,0.7520290017127991,0.470668762922287,0.7518931031227112,0.5068538784980774
21,0.7502148151397705,0.467542827129364,0.7554565668106079,0.5088580846786499
22,0.7624367475509644,0.452694296836853,0.7576837539672852,0.5155472159385681
23,0.7585219144821167,0.45728370547294617,0.7603563666343689,0.5264118909835815
24,0.7757089734077454,0.4372425377368927,0.7536748051643372,0.5176509618759155
25,0.7730354070663452,0.4385111629962921,0.7616926431655884,0.5372413396835327
26,0.7630096673965454,0.4512641429901123,0.7518931031227112,0.5406509637832642
27,0.7793373465538025,0.4202105700969696,0.7559019923210144,0.5545171499252319
28,0.7873579859733582,0.4100807309150696,0.7527839541435242,0.5722565054893494
29,0.7880263328552246,0.4082135260105133,0.7447661757469177,0.5833445191383362
30,0.7905089259147644,0.40129905939102173,0.7559019923210144,0.5897133946418762
31,0.7949966788291931,0.39713260531425476,0.738084614276886,0.7124162912368774
32,0.7928005456924438,0.3982312083244324,0.725612461566925,0.5771225690841675
33,0.8018714785575867,0.3826495409011841,0.7407572269439697,0.5940671563148499
34,0.8124701380729675,0.3745986521244049,0.7349665760993958,0.5667596459388733
35,0.7996753454208374,0.376329630613327,0.7354120016098022,0.6883096098899841
36,0.808173418045044,0.3688945770263672,0.7434298396110535,0.5991283655166626
37,0.8111333847045898,0.37037917971611023,0.7367483377456665,0.6125658750534058
38,0.8204907774925232,0.3511175215244293,0.7496659159660339,0.6927747130393982
39,0.8134250044822693,0.35809028148651123,0.7376391887664795,0.6607028245925903
40,0.8227823972702026,0.342899352312088,0.7349665760993958,0.8520274758338928
41,0.8155256509780884,0.3475700616836548,0.732293963432312,0.6300455331802368
42,0.8293707370758057,0.3310220241546631,0.7456570267677307,0.7171464562416077
43,0.8268882036209106,0.3349234461784363,0.742093563079834,0.7131564617156982
44,0.8243101239204407,0.33759480714797974,0.7202672362327576,0.7021394968032837
45,0.8329036831855774,0.3243964910507202,0.73630291223526,0.8174300193786621
46,0.8227823972702026,0.33419421315193176,0.7403118014335632,0.7688977122306824
47,0.8365320563316345,0.31757065653800964,0.7331848740577698,0.7878753542900085
48,0.8316623568534851,0.3265368640422821,0.7358574867248535,0.7831973433494568
49,0.8381552696228027,0.3093448281288147,0.7407572269439697,0.7263051271438599
