ovr,precision,recall,thresholds
0,0.6486486486486487,1.0,0.0019299538107588887
0,0.6474576271186441,0.9947916666666666,0.00197598896920681
0,0.6496598639455783,0.9947916666666666,0.0019782711751759052
0,0.6518771331058021,0.9947916666666666,0.0020589642226696014
0,0.6541095890410958,0.9947916666666666,0.002073979936540127
0,0.6563573883161512,0.9947916666666666,0.0021477616392076015
0,0.6586206896551724,0.9947916666666666,0.0022667404264211655
0,0.6608996539792388,0.9947916666666666,0.0023749072570353746
0,0.6631944444444444,0.9947916666666666,0.002466549864038825
0,0.6655052264808362,0.9947916666666666,0.0025082051288336515
0,0.6678321678321678,0.9947916666666666,0.0025156044866889715
0,0.6701754385964912,0.9947916666666666,0.002649746835231781
0,0.6725352112676056,0.9947916666666666,0.002742297947406769
0,0.6749116607773852,0.9947916666666666,0.0027682213112711906
0,0.6773049645390071,0.9947916666666666,0.002923486987128854
0,0.6797153024911032,0.9947916666666666,0.0029380121268332005
0,0.6821428571428572,0.9947916666666666,0.0029822313226759434
0,0.6845878136200717,0.9947916666666666,0.0030048631597310305
0,0.6870503597122302,0.9947916666666666,0.00310100382193923
0,0.6895306859205776,0.9947916666666666,0.0031342715956270695
0,0.6920289855072463,0.9947916666666666,0.003152560442686081
0,0.6945454545454546,0.9947916666666666,0.003277852199971676
0,0.6970802919708029,0.9947916666666666,0.0033042544964700937
0,0.6996336996336996,0.9947916666666666,0.0033359306398779154
0,0.7022058823529411,0.9947916666666666,0.0033394978381693363
0,0.7047970479704797,0.9947916666666666,0.0034067172091454268
0,0.7074074074074074,0.9947916666666666,0.0035824901424348354
0,0.7100371747211895,0.9947916666666666,0.003762635635212064
0,0.7126865671641791,0.9947916666666666,0.0038997072260826826
0,0.7153558052434457,0.9947916666666666,0.004108909983187914
0,0.7180451127819549,0.9947916666666666,0.004248452838510275
0,0.720754716981132,0.9947916666666666,0.004366626497358084
0,0.7234848484848485,0.9947916666666666,0.004370342008769512
0,0.7262357414448669,0.9947916666666666,0.0043999021872878075
