ovr,precision,recall,thresholds
0,0.28444444444444444,1.0,0.009091541171073914
0,0.28338278931750743,0.9947916666666666,0.009101132862269878
0,0.2838038632986627,0.9947916666666666,0.009145604446530342
0,0.28422619047619047,0.9947916666666666,0.00918140634894371
0,0.2846497764530551,0.9947916666666666,0.00925369095057249
0,0.28507462686567164,0.9947916666666666,0.009263786487281322
0,0.28550074738415543,0.9947916666666666,0.009267246350646019
0,0.28592814371257486,0.9947916666666666,0.009331893175840378
0,0.2863568215892054,0.9947916666666666,0.00942104309797287
0,0.28678678678678676,0.9947916666666666,0.009642311371862888
0,0.28721804511278193,0.9947916666666666,0.009700682014226913
0,0.2876506024096386,0.9947916666666666,0.009766983799636364
0,0.28808446455505277,0.9947916666666666,0.009905332699418068
0,0.28851963746223563,0.9947916666666666,0.009978015907108784
0,0.28895612708018154,0.9947916666666666,0.009988117963075638
0,0.28939393939393937,0.9947916666666666,0.010165102779865265
0,0.2898330804248862,0.9947916666666666,0.010174660012125969
0,0.29027355623100304,0.9947916666666666,0.010269016027450562
0,0.2907153729071537,0.9947916666666666,0.010322323068976402
0,0.29115853658536583,0.9947916666666666,0.010379048064351082
0,0.2916030534351145,0.9947916666666666,0.010543412528932095
0,0.29204892966360857,0.9947916666666666,0.010599005967378616
0,0.29249617151607965,0.9947916666666666,0.011013207025825977
0,0.2929447852760736,0.9947916666666666,0.01101344358175993
0,0.29339477726574503,0.9947916666666666,0.011081698350608349
0,0.29384615384615387,0.9947916666666666,0.011084085330367088
0,0.2942989214175655,0.9947916666666666,0.011217685416340828
0,0.29475308641975306,0.9947916666666666,0.01147393323481083
0,0.29520865533230295,0.9947916666666666,0.011804207228124142
0,0.29566563467492263,0.9947916666666666,0.011828545480966568
0,0.2961240310077519,0.9947916666666666,0.011845930479466915
0,0.296583850931677,0.9947916666666666,0.011897998861968517
0,0.29704510108864696,0.9947916666666666,0.011907253414392471
0,0.29750778816199375,0.9947916666666666,0.012009631842374802
0,0.29797191887675506,0.9947916666666666,0.012031466700136662
0,0.2984375,0.9947916666666666,0.0121786342933774
0,0.29890453834115804,0.9947916666666666,0.01226106658577919
0,0.2993730407523511,0.9947916666666666,0.012270623818039894
0,0.29984301412872844,0.9947916666666666,0.012366999872028828
0,0.30078740157480316,0.9947916666666666,0.012473789043724537
0,0.30126182965299686,0.9947916666666666,0.0125114805996418
0,0.30173775671406006,0.9947916666666666,0.012640845961868763
0,0.3022151898734177,0.9947916666666666,0.012664503417909145
0,0.30269413629160064,0.9947916666666666,0.012801875360310078
0,0.30317460317460315,0.9947916666666666,0.012900344096124172
0,0.304140127388535,0.9947916666666666,0.013120356015861034
0,0.30462519936204147,0.9947916666666666,0.013130989857017994
0,0.305111821086262,0.9947916666666666,0.013329267501831055
0,0.3056,0.9947916666666666,0.013446408323943615
0,0.3060897435897436,0.9947916666666666,0.013571372255682945
0,0.30658105939004815,0.9947916666666666,0.013585415668785572
0,0.3070739549839228,0.9947916666666666,0.013879713602364063
0,0.3075684380032206,0.9947916666666666,0.013939864933490753
0,0.30806451612903224,0.9947916666666666,0.013941873796284199
0,0.308562197092084,0.9947916666666666,0.014135611243546009
0,0.30906148867313915,0.9947916666666666,0.014144573360681534
0,0.3095623987034036,0.9947916666666666,0.014244712889194489
0,0.31006493506493504,0.9947916666666666,0.014367667958140373
0,0.3105691056910569,0.9947916666666666,0.014423545449972153
0,0.31107491856677527,0.9947916666666666,0.014544738456606865
0,0.31158238172920066,0.9947916666666666,0.014654609374701977
0,0.31209150326797386,0.9947916666666666,0.014800782315433025
0,0.31260229132569556,0.9947916666666666,0.014927643351256847
0,0.31311475409836065,0.9947916666666666,0.015051892958581448
0,0.3136288998357964,0.9947916666666666,0.015195799991488457
0,0.31414473684210525,0.9947916666666666,0.01525160949677229
0,0.31466227347611203,0.9947916666666666,0.015334821306169033
0,0.31353135313531355,0.9895833333333334,0.015423261560499668
0,0.3140495867768595,0.9895833333333334,0.01543392613530159
0,0.31456953642384106,0.9895833333333334,0.015442744828760624
0,0.3150912106135987,0.9895833333333334,0.01551505085080862
0,0.31561461794019935,0.9895833333333334,0.015568877570331097
0,0.3161397670549085,0.9895833333333334,0.01571383886039257
