epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.5346605777740479,0.5579744577407837,0.6859402656555176,0.6192753911018372,0.6756243109703064,0.654437243938446
1,0.6181312203407288,0.6638140082359314,0.651157796382904,0.637971043586731,0.6949788928031921,0.6331652402877808
2,0.6347902417182922,0.68356853723526,0.6399416327476501,0.6540579795837402,0.7111265063285828,0.6239921450614929
3,0.6442791819572449,0.6962721943855286,0.6318129301071167,0.631594181060791,0.7134910225868225,0.6467775702476501
4,0.6475438475608826,0.70212721824646,0.6280178427696228,0.6644927263259888,0.7237451076507568,0.6137082576751709
5,0.6569488644599915,0.7146510481834412,0.6191328763961792,0.6721739172935486,0.7367393970489502,0.603312075138092
6,0.6682608723640442,0.729505181312561,0.6077765226364136,0.6868115663528442,0.7543576955795288,0.5872529149055481
7,0.678886353969574,0.7440729141235352,0.5957862138748169,0.6930434703826904,0.760905921459198,0.5823620557785034
8,0.6907780170440674,0.7585773468017578,0.5830921530723572,0.6975362300872803,0.7742889523506165,0.5719942450523376
9,0.6983981728553772,0.7684566974639893,0.5735347270965576,0.7020289897918701,0.7790930867195129,0.5704513788223267
10,0.705751359462738,0.7775626182556152,0.5646060109138489,0.6601449251174927,0.7821682095527649,0.6437463760375977
11,0.7099770903587341,0.7828139662742615,0.5592935085296631,0.7020289897918701,0.7860988974571228,0.5708212852478027
12,0.7161555886268616,0.790648877620697,0.55108642578125,0.7117391228675842,0.7934873104095459,0.554067850112915
13,0.7204881906509399,0.7967968583106995,0.5439741611480713,0.6947826147079468,0.7942295074462891,0.5748788714408875
14,0.7232952117919922,0.800037145614624,0.5405234098434448,0.7028985619544983,0.7963641881942749,0.5625781416893005
15,0.7285507321357727,0.8061800599098206,0.5336822867393494,0.7181159257888794,0.8025331497192383,0.5459963083267212
16,0.7343478202819824,0.8130216598510742,0.525555431842804,0.7230435013771057,0.804301381111145,0.5370585918426514
17,0.7380015254020691,0.816973865032196,0.5210546255111694,0.724927544593811,0.8078346252441406,0.5388190746307373
18,0.7418153882026672,0.821130096912384,0.5159010887145996,0.7256521582603455,0.8100858926773071,0.5338770151138306
19,0.7442867755889893,0.8249139785766602,0.5111566781997681,0.7308695912361145,0.8118289709091187,0.5285330414772034
20,0.747734546661377,0.8284704089164734,0.5065336227416992,0.7317391037940979,0.814323365688324,0.5275077223777771
21,0.7501373291015625,0.8306814432144165,0.5040684342384338,0.7352173924446106,0.8159310221672058,0.5272851586341858
22,0.7534325122833252,0.8349406719207764,0.49817320704460144,0.7363768219947815,0.8169541358947754,0.5253912806510925
23,0.7556369304656982,0.8378365635871887,0.49426648020744324,0.7424637675285339,0.8194250464439392,0.5205830931663513
24,0.7585201859474182,0.8406597375869751,0.49051743745803833,0.7410144805908203,0.8192901611328125,0.5221685171127319
25,0.7619755864143372,0.8444498181343079,0.4852941632270813,0.7333333492279053,0.8182860612869263,0.535751461982727
26,0.7628070116043091,0.8447245955467224,0.484746515750885,0.7415941953659058,0.8201410174369812,0.5192879438400269
27,0.7663920521736145,0.8494061827659607,0.478495329618454,0.7411594390869141,0.8220697045326233,0.524272620677948
28,0.769267737865448,0.8521605134010315,0.4746242165565491,0.7402898669242859,0.8184243440628052,0.526177167892456
29,0.7703508734703064,0.8531268239021301,0.4732295274734497,0.744637668132782,0.8230721950531006,0.5212999582290649
