,loss,accuracy,val_loss,val_accuracy
0,1.082858681678772,0.47770699858665466,1.0265040397644043,0.5185909867286682
1,1.0336662530899048,0.5169034600257874,1.0305771827697754,0.5185909867286682
2,1.0266176462173462,0.5178834199905396,1.0226380825042725,0.5185909867286682
3,1.027705430984497,0.5178834199905396,1.0215188264846802,0.5185909867286682
4,1.02193021774292,0.518863320350647,1.0168182849884033,0.5185909867286682
5,1.0221799612045288,0.5178834199905396,1.0176748037338257,0.5185909867286682
6,1.0119599103927612,0.5159235596656799,0.9981745481491089,0.5185909867286682
7,1.004673719406128,0.5159235596656799,0.9837522506713867,0.5185909867286682
8,0.9956302046775818,0.518863320350647,0.9830278754234314,0.5185909867286682
9,0.9969303011894226,0.5139637589454651,0.974263072013855,0.5185909867286682
10,0.9807814955711365,0.5134738087654114,0.9684304594993591,0.5185909867286682
11,0.9894281029701233,0.5169034600257874,0.9831055998802185,0.5185909867286682
12,0.9841679930686951,0.511023998260498,0.9824009537696838,0.5185909867286682
13,0.9836735129356384,0.5149436593055725,0.9793657660484314,0.5185909867286682
14,0.9783493876457214,0.5208231210708618,0.9664117693901062,0.5185909867286682
15,0.9861416816711426,0.522292971611023,0.960664689540863,0.5166340470314026
16,0.9739669561386108,0.5169034600257874,0.9707610607147217,0.5185909867286682
17,0.9777902364730835,0.5139637589454651,0.9624958634376526,0.5185909867286682
18,0.9769509434700012,0.5144537091255188,0.9648227691650391,0.5185909867286682
19,0.9765482544898987,0.5178834199905396,0.9758824110031128,0.5185909867286682
20,0.9701129794120789,0.5173934102058411,0.9505683779716492,0.5185909867286682
21,0.9705491662025452,0.5247427821159363,0.9860880970954895,0.5166340470314026
22,0.9729254245758057,0.5164135098457336,0.9604673981666565,0.5185909867286682
23,0.9703433513641357,0.5183733701705933,0.9609232544898987,0.5166340470314026
24,0.9727027416229248,0.5169034600257874,0.9542810916900635,0.5185909867286682
25,0.9721720814704895,0.5139637589454651,0.948508083820343,0.5185909867286682
26,0.9669913053512573,0.5242528319358826,0.9579157829284668,0.5166340470314026
27,0.953417181968689,0.5247427821159363,0.9527883529663086,0.5185909867286682
28,0.955323338508606,0.5247427821159363,0.950288712978363,0.5185909867286682
29,0.9566033482551575,0.5218030214309692,0.9497299790382385,0.5205479264259338
30,0.9609906673431396,0.5257226824760437,0.9495367407798767,0.5185909867286682
31,0.9619680643081665,0.5257226824760437,0.9492241144180298,0.5166340470314026
32,0.9633094668388367,0.5208231210708618,0.9570043087005615,0.514677107334137
33,0.961383581161499,0.5115139484405518,0.962263286113739,0.5185909867286682
34,0.9542950987815857,0.5242528319358826,0.967671275138855,0.5225048661231995
35,0.9606276154518127,0.5414012670516968,0.963157057762146,0.514677107334137
36,0.9485344290733337,0.5335620045661926,0.9433266520500183,0.5303326845169067
37,0.9667274355888367,0.5271925330162048,0.9555428624153137,0.5205479264259338
38,0.9534860849380493,0.5213130712509155,0.9642921090126038,0.5185909867286682
39,0.9609044194221497,0.5105340480804443,0.9496163725852966,0.5185909867286682
40,0.9601645469665527,0.5242528319358826,0.9615708589553833,0.5166340470314026
41,0.9632681608200073,0.5242528319358826,0.9917209148406982,0.5185909867286682
42,0.9449760317802429,0.522292971611023,0.9497162699699402,0.5244618654251099
43,0.9533584713935852,0.5242528319358826,0.9575580954551697,0.5244618654251099
44,0.9533089399337769,0.5247427821159363,0.9554256796836853,0.5225048661231995
45,0.9550953507423401,0.5232729315757751,0.9572267532348633,0.5244618654251099
46,0.9551412463188171,0.5232729315757751,0.9628803133964539,0.5185909867286682
47,0.9538601636886597,0.5257226824760437,0.9470082521438599,0.5185909867286682
48,0.952951192855835,0.5198432207107544,0.9644954800605774,0.5185909867286682
49,0.9587794542312622,0.5198432207107544,0.9568202495574951,0.514677107334137
50,0.9395615458488464,0.5399314165115356,0.9402650594711304,0.534246563911438
51,0.9449306726455688,0.5208231210708618,0.9539347887039185,0.5205479264259338
52,0.9473469853401184,0.5311121940612793,0.9528458714485168,0.5244618654251099
53,0.9404914379119873,0.5276824831962585,0.9542110562324524,0.514677107334137
54,0.9475799798965454,0.5237628817558289,0.9404393434524536,0.514677107334137
55,0.9512373208999634,0.5203331708908081,0.9577143788337708,0.5185909867286682
