,ovr,fpr,tpr,thresholds
0,0,0.0,0.0,1.9995958
1,0,0.0,0.002036659877800407,0.9995958
2,0,0.0,0.06109979633401222,0.9970498
3,0,0.0,0.06924643584521385,0.9968370000000001
4,0,0.0,0.09572301425661914,0.9960198
5,0,0.0,0.09979633401221996,0.99591273
6,0,0.0,0.12219959266802444,0.99451643
7,0,0.0,0.12627291242362526,0.9944993000000001
8,0,0.0,0.1425661914460285,0.99360895
9,0,0.0006451612903225806,0.1425661914460285,0.99337524
10,0,0.0006451612903225806,0.15682281059063136,0.99235064
11,0,0.0006451612903225806,0.16089613034623218,0.9923184000000002
12,0,0.0006451612903225806,0.17311608961303462,0.99181926
13,0,0.0006451612903225806,0.18126272912423624,0.9917201999999999
14,0,0.0006451612903225806,0.1894093686354379,0.99092966
15,0,0.0006451612903225806,0.1955193482688391,0.9908495999999999
16,0,0.0006451612903225806,0.20162932790224034,0.99059135
17,0,0.0006451612903225806,0.20773930753564154,0.99050975
18,0,0.0006451612903225806,0.2484725050916497,0.9855041999999999
19,0,0.0006451612903225806,0.25661914460285135,0.9849582
20,0,0.0006451612903225806,0.2708757637474542,0.98297244
21,0,0.0006451612903225806,0.27494908350305497,0.9823179
22,0,0.0006451612903225806,0.2953156822810591,0.9790027
23,0,0.0012903225806451613,0.2953156822810591,0.97895616
24,0,0.0012903225806451613,0.3136456211812627,0.9769315000000001
25,0,0.0012903225806451613,0.31771894093686354,0.9758950000000001
26,0,0.0012903225806451613,0.32382892057026474,0.9750767
27,0,0.0012903225806451613,0.32790224032586557,0.9750607
28,0,0.0012903225806451613,0.329938900203666,0.9747975
29,0,0.0012903225806451613,0.3340122199592668,0.9744921999999999
30,0,0.0012903225806451613,0.38289205702647655,0.9650213
31,0,0.0012903225806451613,0.3869653767820774,0.96494216
32,0,0.0012903225806451613,0.40529531568228105,0.9616771999999999
33,0,0.0012903225806451613,0.4093686354378819,0.9610339
34,0,0.0012903225806451613,0.4134419551934827,0.9608037
35,0,0.0012903225806451613,0.4175152749490835,0.9593046000000001
36,0,0.0012903225806451613,0.45417515274949083,0.9509544
37,0,0.0012903225806451613,0.45824847250509165,0.9502913000000001
38,0,0.0012903225806451613,0.5112016293279023,0.93258244
39,0,0.0012903225806451613,0.515274949083503,0.93210787
40,0,0.0012903225806451613,0.5763747454175153,0.91063595
41,0,0.001935483870967742,0.5763747454175153,0.9097556
42,0,0.001935483870967742,0.5845213849287169,0.90618384
43,0,0.001935483870967742,0.5885947046843177,0.9050584999999999
44,0,0.001935483870967742,0.6008146639511202,0.9008705
45,0,0.0025806451612903226,0.6008146639511202,0.89989984
46,0,0.0025806451612903226,0.6171079429735234,0.89152914
47,0,0.0025806451612903226,0.6211812627291242,0.89093286
48,0,0.0025806451612903226,0.6374745417515275,0.88270056
49,0,0.0032258064516129032,0.6374745417515275,0.88269305
50,0,0.0032258064516129032,0.6578411405295316,0.86883277
51,0,0.004516129032258065,0.6578411405295316,0.8674138000000001
52,0,0.004516129032258065,0.6659877800407332,0.8606583000000001
53,0,0.004516129032258065,0.6720977596741344,0.86047834
54,0,0.004516129032258065,0.6761710794297352,0.8579423
55,0,0.005161290322580645,0.6761710794297352,0.8563780000000001
56,0,0.005161290322580645,0.6843177189409368,0.85367876
57,0,0.005161290322580645,0.6904276985743381,0.8535431
58,0,0.005161290322580645,0.6945010183299389,0.84724474
59,0,0.005161290322580645,0.6985743380855397,0.8456978
60,0,0.005161290322580645,0.7046843177189409,0.8437796999999999
61,0,0.005161290322580645,0.7087576374745418,0.8436802999999999
62,0,0.005161290322580645,0.714867617107943,0.84040356
63,0,0.005806451612903226,0.714867617107943,0.8388205
64,0,0.005806451612903226,0.7209775967413442,0.8348846
65,0,0.0064516129032258064,0.7209775967413442,0.8331091
66,0,0.0064516129032258064,0.7372708757637475,0.8245053
67,0,0.0070967741935483875,0.7372708757637475,0.8238120999999999
68,0,0.0070967741935483875,0.7657841140529531,0.80994314
69,0,0.007741935483870968,0.7657841140529531,0.8066647
70,0,0.007741935483870968,0.7881873727087576,0.7907124
71,0,0.008387096774193548,0.7881873727087576,0.7900680999999999
72,0,0.008387096774193548,0.790224032586558,0.78984535
73,0,0.00903225806451613,0.790224032586558,0.78877264
74,0,0.00903225806451613,0.7942973523421588,0.7819136999999999
75,0,0.00903225806451613,0.7983706720977597,0.77326816
76,0,0.00903225806451613,0.8004073319755601,0.7728203
77,0,0.00903225806451613,0.8044806517311609,0.7702073
78,0,0.00903225806451613,0.8167006109979633,0.7584026999999999
79,0,0.00903225806451613,0.8207739307535642,0.7569974
80,0,0.00903225806451613,0.8228105906313645,0.75400794
81,0,0.00967741935483871,0.8228105906313645,0.75260395
82,0,0.00967741935483871,0.8329938900203666,0.73881084
83,0,0.01096774193548387,0.8329938900203666,0.73776305
84,0,0.01096774193548387,0.835030549898167,0.7357516
85,0,0.012258064516129033,0.835030549898167,0.7345258000000001
86,0,0.012258064516129033,0.845213849287169,0.72717553
87,0,0.012903225806451613,0.845213849287169,0.722294
88,0,0.012903225806451613,0.8513238289205702,0.7200411999999999
89,0,0.014193548387096775,0.8513238289205702,0.7158142
90,0,0.014193548387096775,0.8574338085539714,0.711555
91,0,0.014838709677419355,0.8574338085539714,0.71001226
92,0,0.014838709677419355,0.8594704684317719,0.7071736999999999
93,0,0.015483870967741935,0.8594704684317719,0.70615494
94,0,0.015483870967741935,0.8615071283095723,0.7046819000000001
95,0,0.016774193548387096,0.8615071283095723,0.7012206
96,0,0.016774193548387096,0.8716904276985743,0.68256617
97,0,0.017419354838709676,0.8716904276985743,0.6819536
98,0,0.017419354838709676,0.8737270875763747,0.6794866999999999
99,0,0.01806451612903226,0.8737270875763747,0.6787116999999999
100,0,0.01806451612903226,0.8757637474541752,0.6777344
101,0,0.01870967741935484,0.8757637474541752,0.67737985
102,0,0.01870967741935484,0.8879837067209776,0.671077
103,0,0.02,0.8879837067209776,0.6693655
104,0,0.02,0.9063136456211812,0.64300483
105,0,0.02064516129032258,0.9063136456211812,0.63430756
106,0,0.02064516129032258,0.9083503054989817,0.63031113
107,0,0.023225806451612905,0.9083503054989817,0.62344843
108,0,0.023225806451612905,0.9164969450101833,0.60348004
109,0,0.024516129032258065,0.9164969450101833,0.59017533
110,0,0.024516129032258065,0.9185336048879837,0.5901276
111,0,0.025161290322580646,0.9185336048879837,0.57750994
112,0,0.025161290322580646,0.924643584521385,0.5743387
113,0,0.027096774193548386,0.924643584521385,0.56177217
114,0,0.027096774193548386,0.9266802443991853,0.56048864
115,0,0.027741935483870966,0.9266802443991853,0.5571927
116,0,0.027741935483870966,0.9287169042769857,0.53658384
117,0,0.02838709677419355,0.9287169042769857,0.5323973000000001
118,0,0.02838709677419355,0.9307535641547862,0.5320455
119,0,0.03032258064516129,0.9307535641547862,0.51628107
120,0,0.03032258064516129,0.9327902240325866,0.51414514
121,0,0.03096774193548387,0.9327902240325866,0.51369995
122,0,0.03096774193548387,0.9368635437881874,0.5032154999999999
123,0,0.035483870967741936,0.9368635437881874,0.4778307
124,0,0.035483870967741936,0.9389002036659878,0.46820020000000007
125,0,0.03612903225806452,0.9389002036659878,0.46669364
126,0,0.03612903225806452,0.9429735234215886,0.45587867
127,0,0.03741935483870968,0.9429735234215886,0.44781542
128,0,0.03870967741935484,0.9429735234215886,0.44630772
129,0,0.03935483870967742,0.9429735234215886,0.44410299999999997
130,0,0.03935483870967742,0.9490835030549898,0.4381084
131,0,0.03935483870967742,0.9531568228105907,0.43615973
132,0,0.03935483870967742,0.955193482688391,0.43254718
133,0,0.04129032258064516,0.955193482688391,0.41920403
134,0,0.04129032258064516,0.9572301425661914,0.41916737
135,0,0.041935483870967745,0.9572301425661914,0.41905677
136,0,0.041935483870967745,0.9592668024439919,0.41653398
137,0,0.04258064516129032,0.9592668024439919,0.40632197
138,0,0.04258064516129032,0.9613034623217923,0.4049321
139,0,0.044516129032258066,0.9613034623217923,0.38963333
140,0,0.044516129032258066,0.9633401221995926,0.38679716
141,0,0.045806451612903226,0.9633401221995926,0.37737215
142,0,0.045806451612903226,0.9653767820773931,0.36654085
143,0,0.04645161290322581,0.9653767820773931,0.36045268
144,0,0.04645161290322581,0.9674134419551935,0.35117117
145,0,0.04967741935483871,0.9674134419551935,0.32234892
146,0,0.04967741935483871,0.9755600814663951,0.31442964
147,0,0.0664516129032258,0.9755600814663951,0.23276778
148,0,0.0664516129032258,0.9775967413441955,0.2259078
149,0,0.06838709677419355,0.9775967413441955,0.21620733
150,0,0.06838709677419355,0.9796334012219959,0.21253268
151,0,0.0696774193548387,0.9796334012219959,0.2052286
152,0,0.0696774193548387,0.9816700610997964,0.19905181
153,0,0.08258064516129032,0.9816700610997964,0.16719842
154,0,0.08258064516129032,0.9837067209775967,0.16589122
155,0,0.08967741935483871,0.9837067209775967,0.15201595
156,0,0.08967741935483871,0.9857433808553971,0.1517221
157,0,0.0935483870967742,0.9857433808553971,0.13842912
158,0,0.0935483870967742,0.9877800407331976,0.13829693
159,0,0.10193548387096774,0.9877800407331976,0.11444713
160,0,0.1032258064516129,0.9877800407331976,0.11432584
161,0,0.10838709677419354,0.9877800407331976,0.10676919
162,0,0.10838709677419354,0.9898167006109979,0.10567486
163,0,0.11096774193548387,0.9898167006109979,0.104718946
164,0,0.11225806451612903,0.9898167006109979,0.104641184
165,0,0.13096774193548388,0.9898167006109979,0.08562788
166,0,0.13225806451612904,0.9898167006109979,0.085576236
167,0,0.13483870967741934,0.9898167006109979,0.08342066
168,0,0.13483870967741934,0.9918533604887984,0.08329297
169,0,0.13741935483870968,0.9918533604887984,0.08147748
170,0,0.13741935483870968,0.9938900203665988,0.081136666
171,0,0.14193548387096774,0.9938900203665988,0.07643499
172,0,0.1432258064516129,0.9938900203665988,0.075482406
173,0,0.1529032258064516,0.9938900203665988,0.062376644
174,0,0.15483870967741936,0.9938900203665988,0.062373362
175,0,0.15741935483870967,0.9938900203665988,0.06115981
176,0,0.15935483870967743,0.9938900203665988,0.05945126
177,0,0.19225806451612903,0.9938900203665988,0.04244802
178,0,0.19225806451612903,0.9959266802443992,0.04190533
179,0,0.1967741935483871,0.9959266802443992,0.03960125
180,0,0.19870967741935483,0.9959266802443992,0.038826372000000005
181,0,0.20129032258064516,0.9959266802443992,0.037847097999999996
182,0,0.20258064516129032,0.9959266802443992,0.037503425
183,0,0.2238709677419355,0.9959266802443992,0.03153422
184,0,0.2238709677419355,0.9979633401221996,0.031092417999999997
185,0,0.24,0.9979633401221996,0.02584235
186,0,0.24129032258064517,0.9979633401221996,0.025734005
187,0,0.29612903225806453,0.9979633401221996,0.014983023
188,0,0.2974193548387097,0.9979633401221996,0.014518952
