loss,accuracy,val_loss,val_accuracy
1.6784961223602295,0.4001111090183258,1.4528768062591553,0.4641999900341034
1.3251864910125732,0.5336666703224182,1.1401556730270386,0.5960000157356262
1.1834609508514404,0.5893999934196472,1.2139676809310913,0.5604000091552734
1.0897082090377808,0.627311110496521,1.137418508529663,0.6101999878883362
1.017041802406311,0.6519333124160767,1.1327677965164185,0.6101999878883362
0.9663406014442444,0.6703333258628845,0.9980799555778503,0.6607999801635742
0.9233913421630859,0.6854000091552734,1.1513996124267578,0.6241999864578247
0.8817781209945679,0.7026222348213196,0.8812849521636963,0.7038000226020813
0.8446219563484192,0.7138888835906982,0.8876619338989258,0.6934000253677368
0.8174697756767273,0.7244222164154053,0.9350851774215698,0.670199990272522
0.7932808995246887,0.7303110957145691,0.924182116985321,0.6883999705314636
0.7676313519477844,0.7394888997077942,1.2344778776168823,0.6146000027656555
0.7434412240982056,0.7492222189903259,0.9792802929878235,0.6859999895095825
0.7269386053085327,0.7536222338676453,1.395116925239563,0.5809999704360962
0.708914041519165,0.7604888677597046,1.0324866771697998,0.6481999754905701
0.6966368556022644,0.7630000114440918,0.8667458295822144,0.7063999772071838
0.6768391728401184,0.7726222276687622,0.9401568174362183,0.6913999915122986
0.6638479828834534,0.7753555774688721,0.8394261598587036,0.7261999845504761
0.6486053466796875,0.7799111008644104,0.928459107875824,0.6955999732017517
0.6339636445045471,0.784600019454956,0.9881572127342224,0.6905999779701233
0.6236311793327332,0.7862889170646667,0.9562711715698242,0.704800009727478
0.6102668642997742,0.7904444336891174,0.9364981651306152,0.6998000144958496
0.6016894578933716,0.7949555516242981,0.8562598824501038,0.7264000177383423
0.5918761491775513,0.7990000247955322,0.8969001173973083,0.7166000008583069
0.5894566178321838,0.7980889081954956,1.43268883228302,0.6204000115394592
0.567756175994873,0.8065999746322632,0.9715642333030701,0.6985999941825867
0.5653785467147827,0.8069999814033508,0.8722988367080688,0.7196000218391418
0.5593695044517517,0.8082444667816162,0.993514358997345,0.7017999887466431
0.5580219626426697,0.8085111379623413,0.8800663352012634,0.7282000184059143
0.5445788502693176,0.8136000037193298,0.8916336894035339,0.7265999913215637
0.5326396822929382,0.8176888823509216,0.8999939560890198,0.7188000082969666
0.5332055687904358,0.8191555738449097,0.9186854362487793,0.7170000076293945
0.5251306891441345,0.8181555271148682,0.9101291298866272,0.7192000150680542
0.5240386724472046,0.8225777745246887,0.8849409222602844,0.7296000123023987
0.5061198472976685,0.8252888917922974,0.9710878133773804,0.7184000015258789
0.4987603425979614,0.8298444151878357,0.959959089756012,0.7142000198364258
0.5006319880485535,0.8293111324310303,0.9852475523948669,0.7161999940872192
0.4929784834384918,0.8296444416046143,0.9480821490287781,0.7107999920845032
0.48823902010917664,0.8328444361686707,1.0104833841323853,0.7156000137329102
0.4782743453979492,0.8362444639205933,0.9429989457130432,0.7196000218391418
