epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.5803585052490234,0.6165087819099426,0.6702906489372253,0.6724637746810913,0.7487999796867371,0.6147651076316833
1,0.64588862657547,0.7024632692337036,0.6267577409744263,0.6917391419410706,0.7850520014762878,0.583728551864624
2,0.6669260263442993,0.7308849692344666,0.6058258414268494,0.6759420037269592,0.799114465713501,0.5886732339859009
3,0.6824713945388794,0.7503713965415955,0.5896089673042297,0.7291304469108582,0.8083516359329224,0.5394871830940247
4,0.6937681436538696,0.7643413543701172,0.5773338675498962,0.7398550510406494,0.8190611600875854,0.5267370939254761
5,0.7016246914863586,0.7731389403343201,0.5689805150032043,0.7333333492279053,0.8213858008384705,0.5352400541305542
6,0.7060869336128235,0.7795389890670776,0.5620245933532715,0.7463768124580383,0.8294777274131775,0.5145710706710815
7,0.7126544713973999,0.7870232462882996,0.5546556115150452,0.7381159663200378,0.8294433951377869,0.5195419192314148
8,0.7148741483688354,0.789646327495575,0.5520061254501343,0.7492753863334656,0.8320945501327515,0.5059195756912231
9,0.7183828949928284,0.794864296913147,0.5465168952941895,0.7402898669242859,0.8336089253425598,0.5137134194374084
10,0.7213348746299744,0.7970019578933716,0.5441197752952576,0.746666669845581,0.8341224193572998,0.5076037049293518
11,0.7248283624649048,0.8005515336990356,0.5403755903244019,0.7543478012084961,0.8361642360687256,0.5016205906867981
12,0.7276201248168945,0.8036786317825317,0.5366097688674927,0.7546376585960388,0.8381310105323792,0.4992067813873291
13,0.7281769514083862,0.805724024772644,0.5343794822692871,0.7534782886505127,0.8347845077514648,0.5018013715744019
14,0.730137288570404,0.8075467944145203,0.5321890711784363,0.7395651936531067,0.8391328454017639,0.5140013694763184
15,0.7315331697463989,0.8109627366065979,0.528499960899353,0.7537680864334106,0.8397914171218872,0.49707767367362976
16,0.7341952919960022,0.8131566047668457,0.5260174870491028,0.7530434727668762,0.841734766960144,0.5049088597297668
17,0.7354462146759033,0.813819944858551,0.525452196598053,0.7594202756881714,0.8441517353057861,0.4903774857521057
18,0.7370709180831909,0.8150510787963867,0.5238292813301086,0.7479709982872009,0.843375563621521,0.5069786310195923
19,0.7377727031707764,0.817328691482544,0.5206415057182312,0.7627536058425903,0.8453692197799683,0.48614659905433655
20,0.7401525378227234,0.8196460604667664,0.5183596014976501,0.742318868637085,0.8442886471748352,0.5093162059783936
21,0.7416704893112183,0.8216827511787415,0.5157286524772644,0.7615941762924194,0.8440104722976685,0.49084076285362244
22,0.7430892586708069,0.821959376335144,0.5154829621315002,0.7653623223304749,0.8468843698501587,0.4835611581802368
23,0.7447063326835632,0.8243363499641418,0.5120913982391357,0.752173900604248,0.8455798029899597,0.5030466914176941
24,0.7432875633239746,0.8237476348876953,0.5129525661468506,0.7557970881462097,0.846188485622406,0.49363696575164795
25,0.7456826567649841,0.8270919322967529,0.5087553262710571,0.766376793384552,0.8473075032234192,0.4857558012008667
26,0.747406542301178,0.828185498714447,0.5080097913742065,0.7395651936531067,0.8470046520233154,0.5116684436798096
27,0.7448284029960632,0.8258963823318481,0.5101491212844849,0.7436231970787048,0.8467183113098145,0.5063547492027283
28,0.7493516206741333,0.830024778842926,0.5051664710044861,0.766376793384552,0.8477239608764648,0.4809885621070862
29,0.7483218908309937,0.8290189504623413,0.506365954875946,0.7631884217262268,0.848188042640686,0.48480039834976196
